identifier,pop_IMD_1,pop_IMD_2,pop_IMD_3,pop_IMD_4,pop_IMD_5,pop_IMD_6,pop_IMD_7,pop_IMD_8,pop_IMD_9,pop_IMD_10,total_estimate_pop
3123f4aaec,0,0,0,0,0,63.28729,0,0,0,0,63.28729
3132349e7a,0,0,0,0,337.3232399,0,0,1582.235796,1884,0,3803.559036
31369f97d0,0,0,0,0,0,0,127.891904,0,0,0,127.891904
313a3ff27e,0,0,0,343.6939018,0,2740,30.66244464,0,1969,0,5083.356346
313e2cd4eb,0,0,0,0,0,0,0,0,929.7045506,0,929.7045506
314d3b268d,0,0,0,0,0,72.6354895,0,0,0,0,72.6354895
315a441058,0,0,0,0,0,1359.98786,0,0,0,0,1359.98786
316ea8a3c9,566.5643378,192.9482699,392.2795337,0,0,0,0,0,0,0,1151.792141
3.17E+22,0,0,0,0,0,0,514.4740943,0,0,0,514.4740943
31731665b4,0,0,0,0,0,0,0,539.9687843,0,0,539.9687843
317c05abee,0,0,0,0,0,0,31.58492644,0,0,0,31.58492644
318648b7b9,0,0,0,0,447.1552008,3380.512642,4472.848633,0,1252,1671,11223.51648
319bb84c53,0,0,0,264.0359055,390.9122803,0,0,0,0,0,654.9481858
31a402284b,0,0,0,0,0,118.1385406,0,0,0,0,118.1385406
31c930f8e2,0,0,0,0,0,349.1945526,0,0,0,0,349.1945526
31d07d0e9d,0,0,0,0,835.53309,0,0,0,0,0,835.53309
31ec9a8fc2,24350.44167,12064.53444,4191.214283,6421.338343,7126.607307,2096.028979,2964.754918,1978.251976,1918.141142,0,63111.31305
31fc5fe5f6,0,0,0,0,0,0,0,3.860318832,0,0,3.860318832
3200c02238,0,0,0,0,0,0,0,47.11414598,0,0,47.11414598
32016789b8,0,0,0,27.91014434,0,0,0,0,0,0,27.91014434
320826a7d3,0,0,0,0,9.343454679,0,0,7.766416802,0,0,17.10987148
321d40f23a,0,0,0,15.74963177,0,498.36315,0,34.98172086,0,0,549.0945026
321d619119,0,0,0,0,11.98887817,0,0,0,0,0,11.98887817
32244429d8,0,0,0,0,0,76.47565644,0,0,0,0,76.47565644
3227247492,0,0,0,4206,7559.886142,1792.820821,0,12532.35087,1969,5840,33900.05784
322d0f2198,0,0,0,97.71036404,0,0,0,0,0,0,97.71036404
322d0f4c29,0,0,0,11.03937429,0,0,0,0,0,0,11.03937429
3232c7d351,0,0,0,0,0,0,1842.573157,535.1008752,0,0,2377.674032
32346008f7,0,0,0,0,0,1595,0,1506,1844.102888,304.9360358,5250.038924
324136b4ee,0,0,0,0,0,1144.20325,0,0,0,0,1144.20325
324d21f8db,0,0,0,0,0,0,917.31483,0,676.9510302,0,1594.26586
325170c20b,10296,7630.235466,5659.331446,8151.80627,7709.972128,5174,4364,1395,6040,1972,58392.34531
32629eea7f,0,0,22.12659916,0,0,0,0,0,0,0,22.12659916
326673b7f4,0,0,0,0,0,0,478.8438529,0,670.0518486,0,1148.895701
3269c115b8,0,0,0,0,0,0,0,0,0,594.9838557,594.9838557
327ca05daf,0,0,14.36841671,866.3331229,0,2876.568265,1262.292963,5908.905459,3529.180365,2957.937284,17415.58587
329455c6b3,0,0,0,0,284.8133207,0,0,0,0,0,284.8133207
32a4217505,3582.079362,4457.106819,1451.857916,7740.954459,6132.61234,2616.450005,12486,8473.290215,5217.417796,5240.796647,57398.56556
32c0ad2f82,0,0,0,0,36.71431171,0,0,0,0,0,36.71431171
32d9b63f8d,0,0,0,0,0,103.607447,0,0,0,0,103.607447
32e22ca9dc,0,0,0,0,0,210.511718,0,0,0,0,210.511718
32e98f1357,0,0,0,0,0,232.6384272,957.7934011,0,459.8214592,0,1650.253287
32f6f6b986,0,0,0,0,0,0,0,0,269.6293174,0,269.6293174
32fd7bedb1,0,0,0,0,0,0,459.5905102,0,0,0,459.5905102
3302412ba9,0,0,0,0,2383.829018,0.827457793,0,6.331436656,0,0,2390.987912
330e6a3316,0,1585.840164,0,678.5676731,3859.305442,263.4653919,1775.303784,2158.126467,5107.787886,8728.245582,24156.64239
331c2ed02e,0,0,0,0,0,2.885370596,0,0,0,0,2.885370596
33234635b4,0,0,0,0,3052.049665,7064.808698,1424,3306.443054,6131.45415,0,20978.75557
3324a3ea33,0,0,0,0,38.38334966,0,0,0,0,0,38.38334966
33283331af,0,0,0,0,6.542210848,0,0,0,0,0,6.542210848
33317cbd65,0,0,0,0,0,0,0,5.356255183,0,0,5.356255183
3338c6aa1e,16272.53887,6040,0,1583.954114,2467,4006.367466,2888,0,3690,0,36947.86045
3340ac53cd,0,0,0,1324,162.2929788,1496.310338,1586,0,0,0,4568.603317
33424bd1b1,0,0,1899,0,0,1630.622246,2241.052789,12509.82185,1594.63441,0,19875.1313
336562be32,0,0,0,0,87.01872364,0,0,0,0,0,87.01872364
3383d1ae03,0,0,0,77.30419398,0,0,0,0,0,0,77.30419398
3394dfbfb2,0,0,0,0,0,0,0,1881.325128,0,0,1881.325128
3399c30c3b,0,0,0,0,68.43499425,0,0,0,0,0,68.43499425
339e86b740,0,0,0,14.99816492,0,0,0,0,0,0,14.99816492
33a320dcc8,0,0,0,0,0,0,0,474.6520256,0,0,474.6520256
33a3625093,0,0,0,0,26.732311,0,0,0,0,0,26.732311
33a80998af,0,0,0,0,0,0,7.02701012,0,0,0,7.02701012
33be5fea17,0,5.413031313,0,770.3613577,1015.817499,0,0,0,0,0,1791.591888
33c2a1ab0f,0,0,0,0,0,891.6675723,0,0,0,0,891.6675723
33d3109b7b,0,0,0,0,0,0,986.1561471,0,0,0,986.1561471
33ebd69d51,0,0,37.49483594,0,0,0,0,0,0,0,37.49483594
33f2a96c2a,0,0,0,0,545.1584289,0,842.5260284,0,2502.566274,0,3890.250731
340026784a,0,0,0,1263.563658,0,0,0,0,0,0,1263.563658
3404253dcf,0,0,0,0,0,602.1661675,0,0,0,0,602.1661675
340eaf12a1,0,0,0,0,0,0,30.04172423,0,0,0,30.04172423
341db40b71,0,0,0,0,0,0,115.3815292,0,0,0,115.3815292
3424d00058,0,0,0,0,0,98.23865447,0,0,0,0,98.23865447
342bc23f8a,0,0,0,0,0,0,0,1185.494183,0.033872961,0,1185.528056
343b44e233,0,0,772.4930546,240.1851058,0,0,0,0,0,0,1012.67816
343f271b02,0,1934,3961.311078,1507,7335.497821,2772.670858,4522,1391,1604,0,25027.47976
34411c4565,0,0,0,0,0,11.49860167,0,0,0,0,11.49860167
344f48ae12,0,0,1412,0,0,3157.902999,1259,2277,1860,0,9965.902999
3453fcf794,0,0,0,1539,1151,0,1150,0,0,0,3840
349683ec1d,0,0,0,0,0,0,0,0,95.60513505,0,95.60513505
3498b471a4,0,0,0,0,0,2058.602667,0,4773.275151,1707,1962,10500.87782
349a27fe15,0,0,0,0,0,0,3.107386611,309.9467267,0,0,313.0541134
349f76931a,0,0,0,0,0,0,0,58.26971485,0,0,58.26971485
34a022f9da,0,0,0,0,0,0,0,0,22.55960565,0,22.55960565
34b7a6fb50,0,0,0,0,0,710.5428276,0,0,0,0,710.5428276
34d28a8b52,0,0,0,0,994.850696,0,0,0,0,0,994.850696
34e285ba92,0,0,0,240.7734806,0,0,0,0,0,0,240.7734806
350268b46e,0,0,0,0,0,364.6653368,0,0,35.35842776,0,400.0237646
3502c6d2f6,0,0,0,0,0,0,646.2512239,0,0,0,646.2512239
3507ce7c22,0,0,0,0,0,0,0,944.4842715,0,1330,2274.484272
350aa15dd5,0,0,0,0,0,0,0,135.8754207,0,0,135.8754207
352b192719,0,0,0,0,21.83288071,0,0,0,0,0,21.83288071
353a1a31bd,0,0,0,0,1483.420796,1197,3826.33766,1460.12509,1320.110695,1196,10482.99424
354256c0ca,0,0,1136.479027,0.42292773,0,0.074051077,0,0,0,0,1136.976006
3548914249,0,0,0,0,145.8270148,0,0,0,0,0,145.8270148
354d6da37d,0,0,0,0,922.9854598,0,0,0,0,0,922.9854598
3564a4043b,0,0,0,0,0,415.5239277,0,0,0,0,415.5239277
356bf68e4d,0,0,0,0,0,0,0,184.9530475,0,0,184.9530475
356c6eac3c,0,0,0,0,1966,0,0,0,0,0,1966
3587da978a,0,0,0,0,4.029754084,0,0,0,0,0,4.029754084
358acab623,0,0,0,0,0,112.0866045,0,0,0,0,112.0866045
3593f45368,0,0,14.48873109,1511,1028.043781,0,0,0,0,0,2553.532512
359868cd74,0,0,0,0,0,0,0,0,1.237991259,9.830784781,11.06877604
359fd8f127,0,0,0,0,0,32.72731659,0,0,0,0,32.72731659
35ba588051,0,0,0,0,0,2847.322163,0,0,0,0,2847.322163
35c1465da2,0,0,0,0,0,0,100.9148842,0,0,0,100.9148842
35c6e65467,0,0,0,0,2479.030049,0,0,0,0,0,2479.030049
35ccb1a8cb,0,0,0,0,147.3858228,0,9.178880599,0,0,0,156.5647034
35cd6ab915,0,0,0,0,752.2081023,0,0,0,0,0,752.2081023
35d427a0c2,0,0,0,0,0,339.2342142,0,0,0,0,339.2342142
35dd931d5b,0,0,0,0,0,0,0,1681.014768,0,0,1681.014768
360ad1f1b2,0,0,0,0,0,110.9652055,0,0,0,0,110.9652055
361d211a90,0,0,0,0,54.09735313,0,0,0,0,0,54.09735313
3629860864,0,0,0,0,0,0,2828.888433,0,0,0,2828.888433
363966dac1,0,0,0,0,0,0,624.7268114,0,381.2453746,0,1005.972186
36602a23f0,0,0,0,123.180575,0,0,0,0,0,0,123.180575
3668243f5d,0,0,0,7.939573693,0,0,0,0,0,0,7.939573693
366cca31e5,0,0,694.8847772,0,0,0,0,0,0,0,694.8847772
366f62b2b8,0,0,0,0,0,0,0,405.7452686,0,0,405.7452686
367033fe75,0,0,0,1473.782437,0.659682194,0,0,0,0,0,1474.442119
36724c4450,0,0,0,0,475.9481073,0,0,0,0,0,475.9481073
367649b39f,0,0,0,0,0,0,0,0,42.54473291,0,42.54473291
3676577337,0,0,0,0,0,9.587836869,0,0,0,0,9.587836869
367d8cf500,0,0,0,0,0,1614,4296.345392,1227.940155,4.647227195,0,7142.932775
36850cbc2d,0,0,0,0,0,0,116.5332289,0,0,0,116.5332289
3687496868,0,0,260.0158057,0,0,0,0,0,0,0,260.0158057
36ba032003,0,0,0,0,1986,1079.39259,7.913719019,4123.079367,3442.520004,3545.999004,14184.90468
36c82f2ed3,0,0,0,90.12207283,0,0,0,0,0,0,90.12207283
36ce7895f6,0,0,0,6.532837581,333.0125446,0,0,0,0,0,339.5453822
36d93ab3b4,0,1457,1500,7389.076124,7836.945555,6747.830705,9682.266991,12677.18732,4961,11600,63851.3067
36fa7582ad,0,0,0,0,0,662.6806497,0,2361.532453,9.960267185,0,3034.17337
36fb0add4e,0,0,0,0,0,0,460.4920457,0,0,0,460.4920457
3719c32722,122.6950749,1548.900435,3667.043653,483.4411774,2307.557762,5888.978316,11870.80404,7969.743117,5151,2177,41187.16358
371e7d4c0a,0,0,0,0,0,0,5.143053567,0,0,0,5.143053567
372ccdd3b6,0,0,0,0,0,0,2401.597553,1032.439282,0,1362.379872,4796.416707
3730e075ad,0,0,0,0,630.0228501,0,0,0,0,0,630.0228501
3737384478,0,0,0,0,0,1278.740501,0,0,0,0,1278.740501
3773b4f07c,0,0,0,0,631.4317165,0,0,0,0,0,631.4317165
37947b746a,0,0,0,0,0,0,1229.920355,0,0,0,1229.920355
3794ca9e47,0,0,0,898.5507991,0,0,0,0,0,0,898.5507991
379fe4ec9b,0,0,0,0,0,0.010079828,0,1254.739237,0,0,1254.749317
37a0cb90cb,0,0,1226,0,5082.735372,3532.002163,2867.400051,6323.767915,1525.484374,0,20557.38988
37e1bc05fc,0,0,0,0,0,0,3.403225895,0,0,0,3.403225895
37e80e9ebe,0,0,0,0,0,0,0,27.23439899,0,0,27.23439899
38047a1a98,0,0,0,615.7975181,1600.271565,536.828656,2014,1733.385284,3220,0,9720.283023
38112609d7,0,0,0,0,0,0,0,0,0,114.5165593,114.5165593
381941b9ef,0,0,0,0,0,127.9091102,0,0,0,0,127.9091102
38404c7d77,0,0,0,280.2932537,0,0,2398,2381,0,0,5059.293254
38463b2c2f,0,0,0,813.1583472,1247.869932,0,0,0,0,0,2061.028279
3860561ddd,0,0,0,0,0,832.0667721,0,3790.009087,3426,6859,14907.07586
38746464c5,0,0,0,0,1622.481236,0,0,1713,0,0,3335.481236
387b96fa11,0,0,0,0,0,35.45640963,1926,0,0,0,1961.45641
388eed80d3,0,0,0,0,0,0,0,545.7601278,0,0,545.7601278
38934a2784,0,0,0,0,0,0,0,0,210.1938923,0,210.1938923
389df0cebe,0,0,4761,6702,2076,25.28713055,3291.80805,4844.336882,0,0,21700.43206
38b6ef0458,0,0,0,0,0,772.1243951,0,8.088922742,0,0,780.2133178
38de3c4c77,0,0,0,0,0,65.4059083,0,0,0,0,65.4059083
390becf171,0,0,0,0,0,0,0,391.4946992,569.3005635,0,960.7952627
3910d45bfe,0,0,0,0,0,264.7943122,0,0,0,0,264.7943122
391cbe732b,0,0,0,0,0,5.543316737,0,0,0,0,5.543316737
39459021c1,0,0,0,185.5665826,0,0,0,0,0,0,185.5665826
39494df0a1,0,0,0,0,8.28941822,184.9690769,0,0,0,0,193.2584952
39545c5b05,0,0,0,0,0,1280.176829,0,0,0,0,1280.176829
3964def761,0,0,0,0,3057,70.37477279,6058.319165,0,1382,1476,12043.69394
39a2aa8cfe,0,0,0,0,1043.255973,0,0,0,0,0,1043.255973
39acbc1e98,0,0,0,0,0,0,0,0,0,474.2406223,474.2406223
39eb7e4564,0,0,0,0,0,0,375.318385,0,0,0,375.318385
39f3580439,0,0,0,58.17837412,0,0,0,0,0,0,58.17837412
3a078d5862,0,0,0,0,465.1836817,0,0,0,0,0,465.1836817
3a19d1c6be,0,0,0,65.17823959,0,0,0,0,0,0,65.17823959
3a2462947f,0,0,0,0,61.00953947,0,0,0,0,0,61.00953947
3a3cd7f069,0,0,0,0,0,0,652.7373156,0,0,0,652.7373156
3a4755f35f,0,0,0,0,0,920.0218844,0,0,0,0,920.0218844
3a52f1e0d9,0,0,0,0,0,0,75.11013606,0,0,0,75.11013606
3a74f63f3d,0,0,0,0,0,0,0,1474.369257,0,1669.583829,3143.953086
3a7ee0ee7b,0,0,0,0,326.0491602,0,0,0,0,0,326.0491602
3a8218198e,0,0,0,0,0,325.2893391,0,0,1995.284273,1906.297822,4226.871434
3a870a5141,0,0,0,0,0,0,10.33623815,0,0,0,10.33623815
3a9415c75c,0,1664,0,0,7849.40386,3261.246701,0,1749,0,1422,15945.65056
3a9f66c684,0,0,0,0.122696892,1567.150865,0,0,0,0,0,1567.273562
3aa5cdacf0,0,0,0,1387,3705,1610,2574.656648,0,1918,1344,12538.65665
3ab9d8940f,0,0,0,0,42.04593391,0,0,0,0,0,42.04593391
3abfd38265,0,0,0,0,238.1650942,0,0,0,0,0,238.1650942
3acd39b694,0,0,0,0,299.1060888,733.8555702,0,0,0,0,1032.961659
3ad0c01530,0,0,1.682486299,0,0,0,0,0,0,0,1.682486299
3ad0e35dbb,0,0,0,0,1627.445334,0,0,0,0,0,1627.445334
3ad401cb68,0,0,0,0,0,221.4854871,0,0,0,0,221.4854871
3ad6a35322,1309.940072,1367,1515,1354.038585,0,1558,0,2556.27135,1442,73.48009393,11175.7301
3ae1ec33cd,0,0,0,0,0,0,0,0,910.6308339,2996.651647,3907.282481
3ae8c6e182,0,0,0,0,46.45982734,0,0,0,2794.88322,226.5126869,3067.855734
3af9350bf2,0,1395,1709,3813.397436,4641.570085,3168.960277,3393,3551,0,0,21671.9278
3afbe849e5,0,3494.355565,1985.486032,4028.051485,270.0479291,5863.547779,7171,8222.991621,0,0,31035.48041
3b0cfa8e06,0,0,0,0,0,0,0,1439,1667.179235,0,3106.179235
3b0fbf36aa,0,0,0,0,48.76866123,0,0,0,0,0,48.76866123
3b2a087639,0,0,0,0,0,0,0,744.7098474,0,0,744.7098474
3b3e3efde8,0,0,0,0,0,1563,1593,922.7770418,3233.914314,1610.983318,8923.674675
3b3e7b2da9,0,0,0,0,0,0,0,0,109.2603437,0,109.2603437
3b43067000,22019.94187,21128.95674,13250.82077,22077.83476,5754.91472,6221.323438,3157.856968,7188.652456,2180.509377,0,102980.8111
3b4e39e4bf,0,0,0,0,0,0,16.33526952,0,0,0,16.33526952
3b51a21379,0,0,0,0,470.550344,0,0,89.77751067,0,0,560.3278547
3b654b328b,0,0,0,0,0,0,154.1699743,0,732.7323363,0,886.9023106
3b671b3450,0,0,0,0,0,0,0,611.9075824,0,625.826451,1237.734033
3b7b8d235e,0,0,0,0,393.691062,0,0,0,0,0,393.691062
3b7ff477b3,0,0,0,0,0,557.0658925,0,0,0,0,557.0658925
3b82554080,78506.67489,61856.80882,43040.31948,18930.91746,15700.21621,22447.15491,24041.69534,18251.90536,21719.88645,11165.21978,315660.7987
3b8e21f304,0,0,0,0,0,8.493654305,1846.972452,492.0408138,0,0,2347.506921
3b91194ba4,0,0,0,0,49.56044579,0,0,0,0,0,49.56044579
3b917f6c5f,0,1712,12796,18406,7383,10584.52914,12046.5752,8857.290107,13536.23689,27684.52198,113006.1533
3b92376d00,0,0,0,0,1610.479542,0,0,0,0,0,1610.479542
3b943aa2e5,0,0,0,0,0,24.70097181,0,0,0,0,24.70097181
3b973635c9,0,0,0,0,103.8043794,0,1191.987077,0,0,0,1295.791457
3b9f4ef737,0,0,0,0,0,1040.871593,0,0,3149.999622,148.8577361,4339.728951
3ba04389be,0,0,0,311.9587167,0,0,0,0,0,0,311.9587167
3ba54cd0a2,0,0,0,63.35193878,0,0,0,0,0,0,63.35193878
3bb193d428,0,0,5.804168825,0,0,0,0,0,0,0,5.804168825
3bba63c55a,0,0,0,0,0,0,0,666.3244545,0,0,666.3244545
3bbdbc6489,0,0,0,0,0,40.6884847,0,0,0,0,40.6884847
3bcdb8a572,0,0,0,0,0,0,0,42.90225663,0,0,42.90225663
3bcf17c0eb,0,0,13.83770116,0,0,0,0,0,0,0,13.83770116
3bd2166606,0,0,1.462952381,669.8410792,0,1069.412691,0,0,0,0,1740.716723
3bd34924ed,0,0,0,0,0,109.5805101,0,0,0,0,109.5805101
3bd72c3f39,0,0,0,0,0,0,0,0,571.9719985,0,571.9719985
3be5f1d4c2,0,0,0,0,1504,0,2438,1408,1215.310971,1519,8084.310971
3bf4948ef9,0,0,0,0,0,1666,0,1623.209477,0,0,3289.209477
3c0cfb0e8e,0,0,260.0873028,0,0,0,0,0,0,0,260.0873028
3c1127bba9,13947,12543.14423,2320,449.8354429,0,1227,1560,0,0,0,32046.97967
3c1434e7c2,0,0,0,0,0,0,6.675930898,0,0,0,6.675930898
3c231b2410,0,0,0,0,0,0,0,89.1145775,0,0,89.1145775
3c282bf364,0,0,0,0,0,0,0,0,39.7413257,0,39.7413257
3c3bbb0a89,0,0,0,0,0,0,0,0,732.7482619,0,732.7482619
3c465c7acd,0,0,0,0,364.7880265,0,0,0,0,0,364.7880265
3c54dddc45,0,0,0,0,15.87905997,0,0,0,0,0,15.87905997
3c55753c69,0,0,0,66.97306969,1106.365628,357.3219981,41.76504948,0,0,0,1572.425745
3c6fc2743e,0,0,0,0,0,1202,0,0,0,0,1202
3c726030a8,0,0,0,0,0,0,937.70542,0,0,0,937.70542
3c7877c589,0,0,0,0,0,0,0,274.7748116,0,0,274.7748116
3c8593da53,0,0,0,0,0,0,0,31.52600742,0,0,31.52600742
3cb9342055,0,0,0,0,1729.462821,0,0,0,0,0,1729.462821
3cbae509a6,0,0,0,0,915.4163949,0,322.0419289,0,0,0,1237.458324
3cbea5d443,1503,3292,3553.587926,2348.340557,427.3089442,1021.605651,3084.468582,0,0,0,15230.31166
3ccbebffbc,0,0,0,0,0,0,34.21548907,0,0,0,34.21548907
3cd1a5eca4,0,0,0,0,0,44.90259927,0,0,0,0,44.90259927
3cd32d711e,0,0,304.1830839,0,0,0,0,0,0,0,304.1830839
3cd864ca27,0,0,0,0,0,741.3414038,0,0,0,0,741.3414038
3ce734617d,0,0,0,0,0.265218702,0,0,0,0,0,0.265218702
3ce8bb637b,0,0,289.432718,0,0,0,0,0,0,0,289.432718
3cefdf08c0,0,0,4.564270843,1605.963991,0,0,0,0,0,0,1610.528262
3cf87be0d9,0,0,0,782.8293877,3244,0,1494,3113.005341,0,1849,10482.83473
3d12c5f4e8,0,0,0,0,0,0,3.945521247,0,0,0,3.945521247
3d190f638c,0,0,0,0,0,0,0,0,158.1119299,0,158.1119299
3d33f6c610,0,0,0,0,0,250.2426101,709.4274904,0,0,1602.258008,2561.928108
3d3b9e2473,0,0,0,0,0,1794.980297,0,0,0,0,1794.980297
3d3c278609,0,0,0,86.48759818,0,0,0,0,0,0,86.48759818
3d5b968ffe,0,0,0,0,0,0,150.4981129,0,0,0,150.4981129
3d6294507b,0,0,0,0,0,0,148.803038,0,0,0.016799747,148.8198378
3d6ad299a3,0,0,0,3095,0,9574.846173,4722,7115.041552,5695.283417,2863.203353,33065.3745
3d6b78861f,0,0,0,139.2061204,1420.764891,0,0,0,0,0,1559.971012
3d7f4461e0,0,0,0,1287,0,1911.530778,581.6653983,0,3098,1877.869771,8756.065947
3d861c9ede,0,0,0,0,0,114.8900057,0,0,0,0,114.8900057
3d8f377c8f,0,0,0,35.53173267,1363,1223,609.9450242,4268.421094,6621,14519.0059,28639.90375
3d93e0db9a,0,0,216.2336572,0,0,0,0,0,0,0,216.2336572
3db70b52ec,0,0,0,0,0,1629,0,667.2607631,2707,0,5003.260763
3dc2cbb6f2,0,0,0,0,0,0.385092745,0,0,0,0,0.385092745
3dce4cc5be,0,0,0,0,401.7701878,367.7146089,0,0,0,0,769.4847967
3de7a6ed1d,0,0,0,0,0,0,296.6889647,0,0,0,296.6889647
3e07f0e52b,0,0,0,0,0,729.687822,0,0,0,0,729.687822
3e09e78603,0,0,0,0,0,0,348.3015974,0,0,0,348.3015974
3e1523252e,0,0,0,0,127.6454617,0,0,0,0,0,127.6454617
3e1660dc0b,0,0,0,0,39.86795649,0,0,0,0,0,39.86795649
3e2b3eba43,0,0,0,0,0,468.234073,93.06584061,0,0,0,561.2999136
3e302cdead,0,0,0,138.5678399,0,0,0,0,0,0,138.5678399
3e35964735,0,0,0,0,0,0,0,0,0,1236,1236
3e38ccd74a,0,0,0,1511,1340.022867,662.8841581,0,3989.036547,4421.281121,263.1693495,12187.39404
3e3bc8f787,0,0,0,2266,3042.534024,0,0,2119,1638,0,9065.534024
3e488b735a,0,0,72.10340486,1303.443149,151.8518254,3172.710068,2410.417483,3979.942449,0.960851609,1255.569,12346.99823
3e689e7af1,0,0,0,0,0,14.49385992,0,1066.349276,0,1378.426295,2459.26943
3e711b07e4,0,0,0,0,0,0,205.5985079,49.05092079,0,0,254.6494287
3e750d742c,3349,3412,8729,12736.65979,5867.049472,8743,8100.971432,1146,3606,3182,58871.6807
3e7cc09b92,0,0,0,0,0,0,213.396958,0,0,0,213.396958
3e9e565989,0,0,0,0,68.66271533,0,0,0,0,0,68.66271533
3eab4fcd3a,6088,2867,7568,3092,1244,5326,3240.392642,0,1432.532126,0,30857.92477
3eac031063,0,0,0,0,0,0,87.72930978,0,0,0,87.72930978
3eafabc71c,0,0,0,0,0,304.4894751,934.1657033,0,0,0,1238.655178
3eb94e4578,0,0,0,0,600.0595422,0,0,0,0,0,600.0595422
3eba56cd9e,0,0,0,0,0,1589.490648,0,0,0,0,1589.490648
3edfbefdfb,0,0,0,710.4270166,0,0,0,0,0,0,710.4270166
3ef14f1e61,0,0,0,0,88.93858969,0,0,0,0,0,88.93858969
3efbf9b8f3,0,0.097413773,0,3677.595379,0,1454.554104,4216,1369.83869,1368,1742,13828.08559
3f099efeed,0,0,0,0,0,0,1392.672189,0,4636.07921,5243.332038,11272.08344
3f09bb9531,0,0,0,0,0,0,0,0,124.3868558,0,124.3868558
3f0d58d1c4,0,0,0,0,0,0,1167.599328,0,0,0,1167.599328
3f0fe86dc2,0,0,0,746.6240963,0,1530.424451,0,0,2837,0,5114.048547
3f147ad447,0,0,0,0,0,0,1577.968485,0,0,0,1577.968485
3f2ed0d8e2,0,0,0,0,14.81504557,0,0,0,0,0,14.81504557
3f3fcc9bfa,0,0,1045.93208,0,0,0,0,0,0,0,1045.93208
3f45fbcd10,0,0,0,0,130.2913296,0,0,77.4905786,0,0,207.7819082
3f468babf5,0,0,0,0,0,0,0,0,1981.789466,0,1981.789466
3f4a3fd796,0,0,0,0,0,28.95709972,0,0,0,0,28.95709972
3f4c1a34ce,0,0,0,1256,0,0,0,0,151.1454561,5426.744056,6833.889512
3f78cb61b8,0,0,0,6.993971758,0,0,0,0,0,0,6.993971758
3f8330adf1,0,0,0,0,9.205668907,0,0,0,0,0,9.205668907
3f898ba3bc,0,0,0,0,1722.044048,0,0,0,0,0,1722.044048
3f9a9f895a,1569,3029,6159,9695,1631,3212.436625,4544.076222,8436.230007,5714.5932,7170,51160.33605
3f9c8fe07c,0,0,0,0,0,84.91170792,0,0,0,0,84.91170792
3fa91cb9b1,0,0,0,0,0,537.4984538,1013.657298,0,0,0,1551.155751
3faba9163b,0,0,0,0,0,0,0,5.691625979,0,0,5.691625979
3fc6cc25c4,0,0,0,0,0,0,5.765101138,0,0,0,5.765101138
3fcaf34e33,0,0,0,0,0,0,24.10047339,0,0,0,24.10047339
3fd5b87524,1531,2899,2670,1596,2652.541496,0,179.9945403,0,0,0,11528.53604
3fd5dcf355,0,0,0,0,0,0,0,0,29.1586137,0,29.1586137
3fde397a30,0,0,0,0,0,0,0,79.3446913,0,0,79.3446913
3fe84e98eb,0,0,0,0,0,0,1545.121171,0,0,2324.01102,3869.132191
3fec2e3777,0,0,0,0,139.7001576,0,0,0,0,0,139.7001576
3ff729da96,19774,265520.1512,365892.4947,318140.1164,242603.1485,224618.6623,149698.7024,116640.7727,94621.87923,52449.13493,1849959.062
4001022129,0,0,0,1903,0,2121,613.3488945,0,298.3402812,0,4935.689176
40109888db,0,0,0,0,0,1669.872306,0,0,0,0,1669.872306
401e92e79e,0,0,0,0,0,772.9493891,0,0,0,0,772.9493891
401e9fcc10,0,0,0,0,302.118797,0,0,0,0,0,302.118797
4051ff4c86,0,0,0,0,0,0,322.6407964,0,0,0,322.6407964
40665a4d2b,0,0,0,0,0,1410.896128,0,121.0970061,0,4253.15732,5785.150455
406d67e439,0,0,0,0,0,0,0,1016.010581,0,0,1016.010581
4092fd2f80,0,0,0,0,0,0,1099.192549,0,0,0,1099.192549
4098a59836,1747.581843,3106,0,5059.15166,0,2782.792667,2559.57608,7.827642244,0,3187.418698,18450.34859
40a0af2c00,0,0,0,0,0,0,0,329.797241,0,451.7094295,781.5066705
40b6bbebb3,0,0,0,2157.290408,4739.56422,0,1484,980.4646131,0,0,9361.319241
40c9e1dfff,1244.405586,0,2122,2043.93835,4855.21807,0,4623.47661,4102.848811,8711.314699,4391.354763,32094.55689
40d0aab15b,0,0,0,0,0,0,20.51243327,0,0,0,20.51243327
40d5857f09,0,0,0,1548,0,92.17003012,1324,0,0,1651,4615.17003
40d9a9b82c,17976,13825,11144,8900,5652,9584.365453,10000.79645,3548.636733,8166.585943,10701,99498.38458
40e09189fc,0,0,0,0,402.3664474,0,643.8441946,0,0,0,1046.210642
40e3542a6c,0,0,0,0,0,0,0,2.270195941,1308,1237,2547.270196
40e4579738,0,0,0,0,0,27.51585348,2514.169805,1942.777734,1565.684808,2053,8103.1482
411310a779,0,0,0,2.456421228,0,0,0,0,0,0,2.456421228
4125cf2ccf,0,0,0,1583.786035,0,0,0,0,0,0,1583.786035
412a62f3e4,0,0,0,0,0,718.3982487,0,0,0,0,718.3982487
413fd36d4b,0,0,0,1422,9.603599142,1124.041665,0,0,0,0,2555.645264
415368f983,0,0,0,0,0,0,232.0519102,0,0,0,232.0519102
415f150772,0,0,0,0,31.54286642,0,0,0,0,0,31.54286642
