identifier,pop_IMD_1,pop_IMD_2,pop_IMD_3,pop_IMD_4,pop_IMD_5,pop_IMD_6,pop_IMD_7,pop_IMD_8,pop_IMD_9,pop_IMD_10,total_estimate_pop
7a124c07e0,0,0,0,0,0,0,0,0,1346.03504,0,1346.03504
7a132568fb,0,4649,6597.185606,15416.5931,15414.50453,35898.27459,62712.97922,63134.43713,85512.90835,92495.06397,381830.9465
7a2438d22f,0,0,0,0,0,0,0,381.0832195,0,0,381.0832195
7a28061a5b,0,0,0,0,0,0,0,384.6152054,0,0,384.6152054
7a32dd9ec6,0,0,0,10.00344662,0,0,0,0,0,0,10.00344662
7a431039e9,13677.31849,7113.225142,9320.598022,12945,8888.047638,6683.439157,2199.745589,11883,7673.344218,6279,86662.71825
7a4b006e1b,0,0,5596,1575,2791.052648,6822.577518,1737,1894.235209,8167,5123.965086,33706.83046
7a5417604e,0,0,0,48.83888115,0,0,0,0,0,0,48.83888115
7a5b54f14a,0,0,0,0,164.4079639,0,0,0,0,0,164.4079639
7a79a325be,0,0,0,318.0300251,0,0,0,0,0,0,318.0300251
7aaa918567,0,0,0,0,392.0980652,0,0,0,0,0,392.0980652
7ab8ad4c9c,0,0,0,0,0,259.5044238,447.3328651,0,0,0,706.8372889
7ab9414b4e,0,0,0,0,1689.292348,2845.744146,321.9689525,983.8817588,0,0,5840.887206
7ac3ebe5fc,0,0,0,0,52.2363442,0,0,0,0,0,52.2363442
7acd87f13b,0,0,0,0,7.205357265,0,0,0,0,0,7.205357265
7adcb45ad8,0,0,509.0677726,0,0,0,0,2761.544534,0,0,3270.612307
7af76f0dfd,0,0,0,0,0,1227.068773,0,0,0,0,1227.068773
7b1cc42770,0,0,0,0,0,19.83422199,0,0,0,0,19.83422199
7b1f4ea945,0,0,0,0,0,0,0,20.65675726,0,0,20.65675726
7b25f4bff4,0,0,0,0,0,88.90605806,0,0,0,0,88.90605806
7b26136d79,0,0,0,0,0,0,883.656034,0,0,0,883.656034
7b28e5ec39,0,0,0,0,0,3306,1325,3790.353242,2283.016381,4332,15036.36962
7b2ae1abd0,0,0,0,0,0,0,12.94956289,1.175286261,1526.698778,1882.546662,3423.370289
7b3aad4316,0,0,0,0,0,0,55.22427923,0,0,0,55.22427923
7b3b37b121,0,0,263.7624557,0,0,0,0,0,0,0,263.7624557
7b40d1e760,0,0,0,0,0,0,35.18171041,0,0,0,35.18171041
7b516dd1a6,0,0,0,326.9462245,0,0,0,0,0,0,326.9462245
7b6180528e,0,0,0,0,0,1400.147573,44.81084552,0,0,0,1444.958418
7b643879d4,0,0,0,0,0,0,72.5750226,0,870.2634843,1846.319012,2789.157519
7b8298bc61,0,0,0,0,0,0,230.5683487,0,0,0,230.5683487
7b87661cb6,0,0,0,0,0,220.9351509,0,0,0,0,220.9351509
7b8f1d7eb9,0,0,0,0,334.0380965,0,1668.237631,2532,0,2113,6647.275728
7b9d865f87,0,0,0,0,0,0,116.0763868,0,0,0,116.0763868
7ba4d34c9c,0,0,0,243.022984,0,0,0,0,0,0,243.022984
7bad4f2278,0,0,0,0,0,0,2449.439304,4.740076353,0,0,2454.17938
7bb8a35d99,0,2530,3315,6252,4444,8044.548193,1962.534518,6757,4221,11725.70115,49251.78387
7bba8dbc53,0,0,0,0,27.67349,0,0,0,0.748778796,0,28.4222688
7bc31ee47f,0,0,0,0,0,57.97778289,0,0,0,0,57.97778289
7bc6708f20,0,0,0,0,1448.934361,4177.279387,0,1697.766186,0,0,7323.979934
7bcd854c7c,0,0,0,0,0,0,0,0,166.8218775,0,166.8218775
7be11f772b,0,0,0,1225.102265,2719.262768,3002.78244,6213.011731,1535.075714,868.1092021,1845.796862,17409.14098
7be55a2c54,0,3488,5998.031289,6140.278015,2547.914969,5836.235066,5151.221911,0,1794.277355,0,30955.95861
7bfac6dd9d,0,0,0,0,0,1634,0,0,1772.180625,0,3406.180625
7bfe5fc945,0,0,0,0,0,197.2991513,0,0,0,0,197.2991513
7c0f0a7630,0,0,0,0,0,0,3437,0,2790.74866,0,6227.74866
7c0ff19208,0,0,0,0,0,226.5824293,0,0,0,0,226.5824293
7c361db7d4,0,0,0,0,30.07471019,0,0,0,0,0,30.07471019
7c38a1f05f,0,0,0,0,0,0,0,1596,3450.097585,1430,6476.097585
7c3e1d00bc,0,0,0,0,0,278.8079826,0,0,0,0,278.8079826
7c42121c6a,0,0,0,1754.920485,0,1275.392553,0,0,0,0,3030.313038
7c4767d265,0,0,0,0,0,266.1650064,0,0,0,0,266.1650064
7c4b41ec28,0,0.050683113,29.03067436,0,0,0,0,0,0,0,29.08135747
7c5519709a,0,0,0,0,0,0,122.0687127,0,0,0,122.0687127
7c61adfad6,0,0,0,0,0,1882.108945,0,0,0,0,1882.108945
7c623617ab,0,0,0,0,0,1887,2752.752441,5265.08004,7298.184589,7540,24743.01707
7c78ed6483,0,0,0,0,1024.224038,0,0,0,0,0,1024.224038
7c8d2dd334,0,0,0,0,0,0,0,106.6022819,0,0,106.6022819
7c9026f46b,0,0,0,0,0,1853,0,0,0,0,1853
7ca4d6f9e3,0,0,0,0,0,0,146.1587823,0,0,0,146.1587823
7ca93f7060,0,0,0,8.343302003,0,0,0,0,0,0,8.343302003
7cae53b286,0,0,0,0,0,0,0,115.8637901,0,0,115.8637901
7cb7137d7f,0,0,0,0,0,595.0100147,0,0,0,0,595.0100147
7cbaf670cf,0,0,0,0,41.97254729,0,0,0,0,0,41.97254729
7cc93d9417,0,0,0,0,0,1209,1377,23.12350493,1780.190597,0,4389.314102
7cd43ac9e9,0,0,0,0,0,0,0,7605.330195,437.5501219,2368.652632,10411.53295
7cd971e3d4,0,0,822.8882481,0,0,1422,946.3351356,0,0,0,3191.223384
7ceda72104,0,0,0,0,18.94809159,0,0,0,0,0,18.94809159
7cf7f000d2,0,0,0,0,0,0,0,0,862.7629707,0,862.7629707
7d04ff2586,0,0,0,0,2.787304544,0,0,0,0,0,2.787304544
7d13fd1f79,0,0,0,0,0,0,0,0,217.3900799,0,217.3900799
7d1b1312d7,0,0,0,0,0,17.07959711,0,0,0,0,17.07959711
7d2fccebd1,0,0,0,0,0,9.910739332,0,0,0,0,9.910739332
7d4cf1874f,0,0,0,0,0,70.51554104,0,0,0,1440,1510.515541
7d5739f7e1,0,3221,5879.595038,6813,3214,6335.952684,8227,15070,4245.493041,2836,55842.04076
7d6497590e,0,0,0,0,1.61492971,2177.828685,3422.244243,1948.565973,4207.608074,6584.439385,18342.30129
7d7011dbb4,958.0497096,118.9335054,3131.962644,0,0,0,0,0,0,0,4208.945859
7d70ae5aff,0,0,0,0,0,0,0,0,456.8612596,0,456.8612596
7d7350178a,0,0,0,0,1430.845067,0,0,0,0,0,1430.845067
7d83161f59,0,0,0,0,0,141.3709336,0,0,0,0,141.3709336
7d8b1bbe1e,0,4291,5200,5414.416632,8038.382663,6140,6895.679903,5033.975846,0.924381105,0,41014.37943
7d8f573cc8,0,0,0,0,0,458.0226626,0,0,0,0,458.0226626
7d90450590,0,0,0,1184.65488,0,0,0,0,0,0,1184.65488
7da42ea921,0,0,0,0,21.54314135,0,0,0,0,0,21.54314135
7da6ca0be5,0,0,0,0,0,1472.789333,0,0,0,0,1472.789333
7dc4abda63,0,0,0,205.1963805,0,718.5775303,0,0,0,0,923.7739108
7dca24a9cb,0,0,0,0,24.93055539,0,0,0,0,0,24.93055539
7dcda224fe,0,0,0,0,0,0,0,0,960.1631588,0,960.1631588
7dd24cfdc9,0,0,0,0,0,0,0,0,200.9336924,0,200.9336924
7e0a90c472,0,0,0,0,0,117.1414326,0,0,0,0,117.1414326
7e0dc1c307,0,0,0,0,25.03126706,0,0,0,0,0,25.03126706
7e17335b3c,0,0,98.92864777,0,0,0,0,0,0,0.009218244,98.93786601
7e2fb16bf4,0,0,35.06551078,0,0,0,0,0,0,0,35.06551078
7e316746ca,0,0,0,0,1621.483007,0,5.229203862,0,0,0,1626.712211
7e57a9f45a,0,0,0,0,0,0,0,0,0,253.7269102,253.7269102
7e5b0d4c85,46008,21847.66592,10177,9213,7494.948794,2486.095808,15359.38327,6420.897024,6029.167999,2611,127647.1588
7e7f126ee9,0,0,1256,1543.571477,0,1201,0,0,0,0,4000.571477
7e9a87e718,0,0,212.0083796,0,0,0,140.3633935,0,0,0,352.371773
7e9f9f7808,0,0,571.6423188,0,0,0,0,0,0,0,571.6423188
7ea0d45d04,0,0,32.18303765,0,0,0,0,0,0,0,32.18303765
7eb6fc7feb,0,0,0,0,0,0,0,351.8827277,0,0,351.8827277
7ed1426625,0,0,0,0,0,0,0,73.56939639,0,0,73.56939639
7ee07526be,0,0,0,0.05311895,0,78.19925924,0,0,0,0,78.25237819
7ef309128f,0,0,0,20.8023836,0,0,1048.078016,1391.905989,0,0,2460.786388
7ef6fe3e6e,0,0,0,0,0,0,0,155.7206989,0,0,155.7206989
7efba9459b,0,0,0,0,0,62.29817432,0,0,0,0,62.29817432
7f02688e65,0,0,0,252.4524248,0,0,0,0,0,0,252.4524248
7f08924078,0,0,0,0,0,0,0,429.3654564,0,0,429.3654564
7f0e61c0f3,0,0,0,556.5694029,0,0,0,0,0,0,556.5694029
7f1048d10c,0,0,0,0,0,0,105.5947358,0,0,0,105.5947358
7f20419546,0,0,0,0,0,0,6.887077763,0,0,0,6.887077763
7f21171ee0,0,0,0,0,365.1022797,0,0,0,0,0,365.1022797
7f2f0bf4f5,0,0,0,438.8738523,0,0,0,0,0,0,438.8738523
7f3f306c5b,0,1406.759339,585.8144728,2910.60021,0,0,0,1365,0,0,6268.174022
7f3f4df18b,0,0,0,0,225.6532752,0,0,0,0,0,225.6532752
7f4152264c,0,0,0,2032.594612,0,353.579054,2067,2265,0,0,6718.173666
7f43c01382,0,0,0,0,523.2126134,0,0,0,0,0,523.2126134
7f51fa618c,0,0,0,0,0,805.9046566,0,851.8197131,0,0,1657.72437
7f558e259a,0,0,0,0,0,0,0,57.84933911,0,0,57.84933911
7f6ae86c9f,0,0,0,107.9140651,0,0,0,0,0,0,107.9140651
7f765469cc,0,0,2450.012166,2795.8956,1541.560721,1582.080803,3068,4194.641821,1807.861967,1389,18829.05308
7f7b6fbd2c,0,0,0,0,100.756923,0,0,0,0,0,100.756923
7f7fdf4429,0.000415571,0,0,0,1189,105.4096075,0,1299.638334,0,0,2594.048357
7fbe442bd2,0,0,0,0,0,924.350262,0,9.076394458,0,0,933.4266565
7fc63b8f51,0,0,0,0,0,645.1473044,0,0,0,0,645.1473044
7fca63d29c,0,0,0,0.916796899,0,0,9.47E-09,1183.241616,0,0,1184.158413
7fcd50f215,0,0,0,545.5265266,0,0,0,0,0,0,545.5265266
7fd0d5c607,0,0,0,0,0,0,0,20.47879511,0,0,20.47879511
7fe42218ee,0,2763.647251,5716.114367,3386.382529,3324.756712,3011.586454,0,643.6588032,143.375423,1109.099257,20098.6208
7ff56fd6f7,0,0,0,3259.433867,417.8760414,0,0,0,1691,0,5368.309908
7ff8db8f9e,0,0,0,0,0,14.33161361,0,0,123.9238945,0,138.2555081
80030bb9bc,0,0,0,71.45768882,0,0,0,0,0,0,71.45768882
8003906179,0,0,0,0,0,212.3528682,0,0,0,0,212.3528682
800ecdd94d,0,0,0,0,669.2863599,0,0,0,0,0,669.2863599
801261a752,0,0,0,0,0,6.061802968,0,0,0,0,6.061802968
8013dd05b6,0,0,0,260.0334741,0,0,0,0,0,0,260.0334741
801a0dc94b,0,0,0,0,0,0,0,104.8834793,0,0.677983775,105.5614631
802f3725ca,0,0,0,0,0,0,0,1280,666.18659,1312,3258.18659
8031e87112,0,0,0,0,0,108.004613,0,0,0,0,108.004613
804100d581,0,0,0,0,612.2077222,0,0,0,0,0,612.2077222
8042370533,0,0,0,0,607.4227962,0,0,0,0,0,607.4227962
804c86b51c,0,0,0,0,0,211.5247871,0,0,0,0,211.5247871
8050dc013e,0,0,0,0,0,0,0,0.308514917,8.305811513,0,8.61432643
8052e8e130,0,0,0,0,192.5850159,0,0,0,0,0,192.5850159
8058d30da0,0,0,0,0,0,0,223.3396552,0,0,0.343794885,223.68345
805ee15aeb,0,0,0,0,0,0,0,0,1192.201794,0,1192.201794
8.07E+41,16214.93804,12628,12199.63157,7563.645695,11910,11745.20737,10665.39291,13533.78787,4071.729574,3641.355974,104173.689
806ca08155,0,0,0,0,0,0,0,0,406.7352819,1612.59193,2019.327212
806d02d466,0,0,0,0,0,0,0,0,508.8170715,0,508.8170715
807f1e1d5a,0,0,95.66960236,0,0,0,0,0,0,0,95.66960236
80a30abb01,0,0,0,0,128.3991349,0,0,0,0,0,128.3991349
80b46b3e30,0,0,0,0,0,197.0810799,0,0,0,0,197.0810799
80c2486f09,0,0,116.2059512,0,0,0,0,0,0,0,116.2059512
80c85e78c6,0,0,0,423.3493104,0,0,0,0,0,1647,2070.34931
80dd500494,0,0,0,102.1468291,0.283076939,0,0,0,0,0,102.429906
80e04a9be3,0,0,0,0,0,0,1507.881266,1.047361707,472.7231738,0,1981.651801
80fb874322,0,0,0,631.8957368,0,0,0,0,0,0,631.8957368
811a548ba5,0,1476,1.095924057,0,0,2245.513457,1478,2740,88.74186016,1657.98257,9687.333812
812cab04e7,0,0,0,0,0,152.7808832,0,459.2885087,0,0,612.0693919
8139d882e0,0,0,0,1126.412209,2550,2855.13733,2189,0,0,0,8720.54954
815591097d,0,0,173.2193603,941.3997897,0,0,0,0,0,0,1114.61915
81609eac88,0,0,0,0,0,0,23.86669813,0,0,0,23.86669813
816f683678,0,0,0,0,0,384.1391588,628.8773801,0,0,0,1013.016539
817c0c6172,0,0,0,62.74486905,0,0,0,0,0,0,62.74486905
8181125a3e,0,0,0,0,1195,1563.139848,100.9088013,0,0,1117,3976.048649
8187bb4e02,0,0,0,0,0,0,172.2574335,0,0,0,172.2574335
818e09ea68,0,0,0,0,227.0396709,0,0,0,0,0,227.0396709
8191f70779,8130,13031,5755,3023,7531.708349,2730.806952,2684.138342,4365.196898,3173,1509,51932.85054
819b5ecac3,0,0,10.88209606,0,0,0,0,0,0,0,10.88209606
819d3906df,0,0,0,0,0,1006.113293,75.65517859,240.5692616,0,0,1322.337734
81ac46e1d3,0,0,0,0,0,0,0,0,340.7094249,0,340.7094249
81ae726b12,0,0,0,0,0,287.8003408,0,0,0,0,287.8003408
81b805c677,0,0,0,0,58.86009644,0,0,0,0,0,58.86009644
81c5d17bf3,0,0,0,0,0,906.6201661,0,0,0,0,906.6201661
81d0ad1cbd,0,0,0,0,0,353.2705806,0,0,0,0,353.2705806
81d4e61b8f,0,0,0,2189.915538,2132.998117,0,1807.780055,0,0,0,6130.693711
81dd3cbc80,0,0,0,0,119.5259458,0,0,0,0,0,119.5259458
81f39bf727,0,0,0,0,0,0,0,0,16.85814147,0,16.85814147
81fa51a6c4,0,0,0,0,0,1266.319086,0,0,845.9994093,1270.653179,3382.971674
820509ac6d,0,0,0,52.54098761,0,0.052672561,0,0,0,0,52.59366017
820624f54c,0,0,0,0,0,1020.925941,1585,0,2740.363301,0,5346.289242
820ce96436,0,0,0,0,0,1124.566843,96.04043242,0,0,0,1220.607276
820f879f28,1534.122056,0,136.0588642,1551.8081,1858.103562,1610.148222,2650.112723,7612.535221,10373.61611,15077.36528,42403.87014
8222ba105d,0,0,0.005499499,0,0,659.1933225,0,0,0,0,659.198822
822db31a98,0,0,0,0,0,8.644328521,0,0,0,0,8.644328521
822e581f33,0,0,0,444.8357735,0,0,0,0,0,0,444.8357735
8237f30715,0,0,0,0,0,0,0,0,2170.778833,0,2170.778833
824282565f,0,0,0,0,11.7231837,0,0,0,0,0,11.7231837
8245376ca2,0,0,0,0,1906.142058,0,0,0,0,0,1906.142058
825a116dc8,0,0,0,1057.60732,0,0,359.4589966,1017.008701,16.61438929,1798,4248.689408
8260a77e43,0,0,0,0,0,0,0,186.1743055,0,0,186.1743055
826bb96337,0,0,0,0,755.0596448,0,0,0,0,0,755.0596448
82757c7533,0,0,0,713.7237857,0,523.4344089,0,1437,4287.449228,0,6961.607423
828ef11fac,0,0,0,0,336.4813635,0,0,0,0,0,336.4813635
82996e8e7a,0,0,0,2.469140274,0,0,0,0,0,0,2.469140274
82b10cc497,0,0,0,0,0,127.9124044,0,0,1808.982503,0,1936.894908
82bbcf2a03,0,0,0,0,0,0,0,0,711.1738672,849.2347664,1560.408634
82be12beca,0,0,0,0,0,731.6952972,973.263218,0,0,0,1704.958515
82c62de45b,0,0,0,0,0,0,33.25823129,0,0,0,33.25823129
82c6b2a81b,0,0,0,0,2179.787557,1589,0,0,4216,0,7984.787557
82c77b05f5,0,0,0,0,0,440.7440335,1257,0,0,0,1697.744033
82cbac2eab,0,0,0,0,53.5875792,0,0,0,0,0,53.5875792
82d0c25595,0,0,0,0,0,0,0,762.7352036,0,0,762.7352036
82df53282a,0,0,216.3544771,0,0,0,2979.393728,1561.916066,0,2334,7091.664271
82ed9debdb,0,0,0,0,91.06157788,0,0,0,0,0,91.06157788
82ef47c388,1896,3243.991353,5105.077131,5025.294223,2388.492147,1423.419643,0,3439.427598,2313.343524,0,24835.04562
832d461674,0,0,0,0,3308.780595,0,1404,1422,0,0,6134.780595
8338b4a099,0,0,0,0,0,0,0,1427.538343,0,0,1427.538343
834f421e70,0,0,0,0,1041.474204,0,0,0,0,0,1041.474204
83553e6f3c,0,0,0,0,0,262.7698247,0,0,0,0,262.7698247
835c29b2f5,0,0,0,0,0,5581,0,3081.339416,2827,1567.692558,13057.03197
83624524c3,0,0,4296,1021,2789.457126,3972,2416.885766,9186.915216,0,3320.777097,27003.03521
838385b738,0,0,0,394.8436297,1426.794494,0,0,0,0,0,1821.638124
839f1220b1,0,0,0,0,0,0,0,485.3086373,0,0,485.3086373
83c4831b63,0,0,0,0,0,85.53132852,0,0,0,0,85.53132852
83c6657f42,0,0,0,0,0,136.3166049,0,0,0,0,136.3166049
83cf9dc08b,0,0,0,0,0,2807.159609,0,0,0,0,2807.159609
83e002621d,8003.965254,10535.9285,6239.136689,6753,3485.581724,2748.680378,900.0345725,4325.98549,2361.944026,106.4835288,45460.74017
83ec815408,0,0,0,0,0,216.2500592,0,0,0,0,216.2500592
83f31769db,0,0,0,0,0,314.1302379,0,0,0,0,314.1302379
84299822fa,0,0,0,0,0,1286,1256.189154,0,0,0,2542.189154
8446cd309f,0,0,0,6591,0,578.0284277,0,1705,0,0,8874.028428
8459cc591d,0,0,0,0,0,0,306.4271505,0,0,0,306.4271505
845c570966,0,0,0,178.938935,0,0,0,0,0,0,178.938935
84647cd165,0,0,0,0,0,144.7665519,0,0,0,0,144.7665519
8465a0d3af,0,0,0,2146.244518,1181.981361,1354.532659,3871.75019,2593.908445,3228.335011,951.4597913,15328.21198
8472f3e932,0,0,0,0,0,0,0,337.3948781,0,0,337.3948781
8475776e0c,0,0,0,0,0,0,0,189.5748998,0,0,189.5748998
84778f7b49,0,0,0,0,0,344.4969059,0,0,0,0,344.4969059
8479fd5fc6,0,0,0,0,0,0.206550188,0,312.6491273,0,0,312.8556775
848f11d624,0,0,0,0,0,0,0,1531,0,1327.240985,2858.240985
8498102b2c,0,0,0,0,0,58.97901401,0,0,0,0,58.97901401
84a48e6b0e,0,0,1435,1745.70534,5476.232064,2157.145962,1722.766082,5625.221882,880.2846744,3619.322751,22661.67876
84adb3840f,0,0,0,0,6.267994014,0,0,0,0,0,6.267994014
84e199edba,0,0,0,0,1382,0,0,4708.262573,3115.850121,5046.62761,14252.7403
84e6bb9cc3,0,0,0,0,52.04602977,0,0,0,0,0,52.04602977
84e8ebeab3,0,0,1783.759688,1115.093331,0,0,2091.195197,4002.541542,5078.939962,8860.453794,22931.98351
84ea8f5602,0,0,0,0,0,0,0,249.9683459,0,0,249.9683459
84f489a87d,0,0,0,0,0,0,0,0,47.68390426,0,47.68390426
84f6a121da,0,0,0,14.69798869,0,0,0,0,0,0,14.69798869
84f720b43f,0,0,0,41.15490492,0,0,0,0,0,0,41.15490492
8507e963d7,0,0,0,2953,5161,2951,0,0,0,0,11065
85190b0f49,0,0,0,0,0,25.44165649,0,0,0,0,25.44165649
851bbffaa5,0,0,0,92.36300513,0,0,0,0,0,0,92.36300513
851d17728b,0,0,0,0,0,0,225.5241949,0,0.17906483,0,225.7032597
852ac60443,0,0,0,0,32.41631157,0,0,0,0,0,32.41631157
852e468291,0,0,0,820.514031,0,0,0,0,0,0,820.514031
8538db97d2,0,0,0,0,0,7.605063618,0,0,0,0,7.605063618
853b5f4deb,0,1552.962498,2073,0.919029356,5662.128427,4829,0,0,0,0,14118.00995
85460159ca,0,0,0,0,0,0,0,784.2747374,0,0,784.2747374
85555e2a8d,0,0,1706,3635,4486.449816,1780.743286,5755.000105,8618.121632,5208,11172,42361.31484
8559aaf8dd,0,0,0,316.3029825,0,0,0,0,0,0,316.3029825
85685023c6,1682.171551,1790.597792,2732.958039,157.3050243,0,312.080691,1406.851596,0,0,0,8081.964693
856d10e0ae,0,0,0,0,0,376.1726723,0,0,0,0,376.1726723
8573c93546,0,0,0,0,146.6050928,0,0,0,0,0,146.6050928
8575fb6ccf,0,0,0,0,49.89654356,0,0,0,0,0,49.89654356
8576cbd1c2,0,0,0,0,330.2951163,0,0,0,0,0,330.2951163
857d8a73bc,0,1517,0,1493.825564,0,0,0,0,0,0,3010.825564
8584d7b235,0,0,7.37784317,0,0,0,0,0,0,0,7.37784317
858f54d654,0,0,0,0,0,808.2073896,12.14578491,0,0,0,820.3531745
85afb9eef4,0,0,0,0,0,0,0,335.6803614,0,0,335.6803614
85b802f8ef,0,0,0,0,0,103.1215813,3.248165928,0,0,0,106.3697472
85cbbe4d71,0,0,0,0,0,0,0,455.8375708,0,0,455.8375708
85e6aaa298,0,0,0,0,0,0,561.5670474,0,0,0,561.5670474
85f1903b11,0,0,0,10.88447335,0,0,0,0,0,0,10.88447335
85f8bbd4d6,9163,5444.174779,8519,4184,3789.094154,1973.436572,0,3514.306209,2588,0,39175.01171
8622266b74,0,0,0,0,0,0,474.7687254,0,2508,0,2982.768725
8626637223,0,0,0,0,0,59.30304973,0,0,0,0,59.30304973
8626b09d07,0,0,0,15.8413886,183.7354134,0,2016.958071,0,0,0,2216.534873
86337cc9f4,0,0,0,2926,2427.405424,6205.345782,1967,2802,4304,0,20631.75121
863653d003,0,0,0,0,1108.221433,0,1806.66224,1308.367395,5161.120893,0.719060095,9385.091022
863a6b5599,0,0,0,0,0,0,0,0,12.57021481,0,12.57021481
863a896aaf,0,0,0,0,0,1.764447852,0,0,114.2037822,0,115.96823
86490b6f49,0,0,0,0,3966.325051,1678.119043,0,0,4207.72778,0,9852.171874
864e5eaa8d,0,1481.097975,1765.535529,1487,0,0,0,0,0,0,4733.633504
86590aa292,0,0,0,0,84.81220575,0,0,1204.122384,2793.364313,5087.029437,9169.328339
86839e3cc1,0,0,0,0,480.7135887,72.8376749,0,0,3.764736813,1467,2024.316
868acdee11,0,2736,1254,6067,15.32597792,2882.475305,0,7530,1527,0,22011.80128
8695ea4438,0,0,0,0,0,0,1.628876476,0,0,0,1.628876476
869b4edd3c,0,0,0,0,0,18.24490559,0,0,0,0,18.24490559
869e5c6a6e,0,0,0,0,0,0,0,285.9192712,0,0,285.9192712
869ea5acd4,0,0,45.26941042,0,535.190294,962.1303204,0,0,0,0,1542.590025
86a00ebad4,0,0,0,623.4109362,0,1521,0,0,1206.652494,0,3351.06343
86be6fe7c7,0,0,0,0,0,0,344.2918863,0,0,0,344.2918863
86c99f03fc,0,0,932.1970123,4.213036013,0,0,0,0,0,0,936.4100483
86d17cb502,0,2995,4847,2715.16918,4325,2122.274905,4591.150483,2721,1434,0,25750.59457
86dabd0ea7,0,0,0,0,46.74207907,0,0,0,0,0,46.74207907
86e767a44c,0,0,0,0,0,0,337.6276401,0,0,0,337.6276401
86e781b991,0,0,0,46.15518556,0,0,0,0,0,0,46.15518556
86f35c1ecd,0,0,0,0,0,1334.67653,0,0,0,0,1334.67653
86fe32155d,0,0,0,0,0,0,170.9065863,0,0,0,170.9065863
8701df6c7e,0,1368,1279.105242,0,2715.643662,1248,1816,3283.256203,3726.54618,5237.688959,20674.24025
870999d750,0,0,0,0,0,0,0,1878.444293,0,1092.226539,2970.670832
871acfb7b1,0,0,0,0,0,0,0,1165.765601,0,0,1165.765601
872f63a8f2,7907,4630,2954,4774,6116,15329,12874,12081,10065,6127,82857
8739749791,0,0,0,0,0,0,233.495249,0,0,0,233.495249
875d7d7bf9,2293.523753,4311.95933,1718.563872,1894.099532,876.6986038,262.7990706,2261.042601,1416,1755.419223,5253,22043.10598
87648fdc83,0,0,0,0,0,0,150.4550725,0,0,0,150.4550725
876590ce71,0,0,0,0,0,0,0,314.7151823,0,1122.10757,1436.822753
876d9cbac4,0,0,0,0,31.08342063,0,0,0,0,0,31.08342063
8777e6ebbc,0,0,0,0,509.1000682,0,0,0,11.12897982,0,520.229048
8778ce0f61,0,0,0,0,0,0,1.922071221,0,0,0,1.922071221
87911d91fb,0,0,0,0,0,0,38.92915606,0,0,0,38.92915606
8794cd41e7,0,0,0,847.83152,0,0,0,0,0,0,847.83152
87976213cb,0,0,0,0,0,0,1270.496122,0,0,0,1270.496122
879fe79914,0,0,0,0,275.2671013,0,0,0,0,0,275.2671013
87a2ad9f34,0,0,0,0,6.394218743,0,0,0,2133.40818,0,2139.802399
87a61d0e81,0,0,0,0,0,537.0908555,0,0.006622773,0,0,537.0974782
87b01c24c5,0,0,0,0,0,0,0,0,1085.709815,0,1085.709815
87b075efd4,0,0,0,0,0,0,744.3038831,0,0,0,744.3038831
87b079d5c8,0,0,0,0,7.736353571,0,0,0,0,0,7.736353571
87c956618f,0,0,0,0,0,0,0,1167.950095,0,0,1167.950095
87dc9d3172,0,0,0,0,0,0,0,192.2537233,0,0,192.2537233
87de1ad91a,0,0,0,0,0,1856.298292,0,0,0,0,1856.298292
87e0f5d28c,0,0,0,0,0,0,10.27851272,0,0,0,10.27851272
87ecd6ba82,0,0,0,840.7408216,0,0,0,0,0,0,840.7408216
87f86a0e5d,0,0,0,50.24197194,0,0,0,0,0,0,50.24197194
88040ba036,0,0,65.69681624,0,0,0,0,0,0,0,65.69681624
88068b6e0b,0,0,0,0,0,1242.074225,0,0,0,0,1242.074225
883057c4aa,0,0,0,0,0,0,0,227.0017526,0,0,227.0017526
88382c72d2,0,0,0,0,0,0,583.4169164,0,0,0,583.4169164
8844676494,0,0,0,0,0,529.3445456,0,0,0,0,529.3445456
884547785a,0,0,0,0,291.2390496,0,0,0,0,0,291.2390496
8857a39936,0,0,0,0,360.7142746,0,0,0,0,0,360.7142746
885da7428f,0,0,0,0,1330.994574,0,0,0,0,0,1330.994574
886f4538f2,0,0,0,1315.853698,0,0,0,0,0,0,1315.853698
88713c31c0,0,0,0,18.98177768,0,0,0,0,0,0,18.98177768
887f5b6226,0,0,0,0,0,0,0,0,1289,122.9682563,1411.968256
88979e0445,0,0,0,851.2000329,0,0,0,0,0,0,851.2000329
889960b5ae,0,0,0,0,0,325.2629318,0,0,0,0,325.2629318
88a0817509,1662,3265.580188,3018.671046,1762.74639,11334.9691,6598.87993,2.536291985,0,3033.810328,0,30679.19327
88ced25ba0,0,0,0,0,182.71854,0,0,0,0,0,182.71854
88d0a9abc5,0,0,0,0,0,0,0,436.4544249,594.7248364,23.95156509,1055.130826
88d132148d,8.617592952,0,0,1257,2309.89657,0,0,0,0,0,3575.514163
88d3c0197d,0,0,0,0,0,0,4.129587968,0,0,0,4.129587968
88d97ecce2,0,0,313.8799411,0,0,0,0,0,0,0,313.8799411
88db6b97bc,0,0,0,0,0.159770319,344.787599,0,0,0,622.62517,967.5725393
88dbd8e29e,0,0,0,0,427.5112131,0,0,0,0,0,427.5112131
88e21f0f45,0,0,0,0,0,1.960818653,0,0,0,0,1.960818653
88e4a45d1c,0,0,0,0,0,22.92460441,0,0,0,0,22.92460441
