LSOA11CD,total_area,area_covered
E01009268,186064.89577026604,185018.58903953113
E01009269,283923.42377796106,179791.1161656484
E01009270,224974.81456527003,224974.81456527003
E01009271,130054.41225759224,130054.41225759221
E01009272,923774.707177656,265436.6663383728
E01009273,157633.0815229001,157633.0815229001
E01009274,301633.5650073587,301633.5650073587
E01009275,167328.35613365608,167328.35613365605
E01009276,513145.7319384517,327021.72701867565
E01009278,448595.26409259316,430616.77755661344
E01009279,302463.6215347258,288953.00508863386
E01009280,440957.28303018445,440957.28303018445
E01009281,682668.9165592645,682668.9165592646
E01009282,398170.2176841325,398170.21768413257
E01009283,357265.27400115936,356906.87521355017
E01009284,665905.8781409891,665905.8781409892
E01009286,272926.3059355808,272926.3059355808
E01009288,479720.22626506916,479720.2262650692
E01009289,141514.42926751837,141514.42926751837
E01009290,126573.86339996473,126573.86339996476
E01009291,337199.24008939567,337199.24008939567
E01009292,379006.4382556707,379006.4382556706
E01009293,222052.7723965287,222052.77239652866
E01009294,780757.0769225382,780757.0769225382
E01009295,365234.64659093996,365234.6465909401
E01009296,222335.62774860568,222335.6277486057
E01009297,750098.717362874,547412.071484368
E01009298,261096.03025050697,261096.03025050694
E01009299,265794.35942965193,265794.35942965193
E01009300,549023.1436767663,498458.77920442884
E01009301,293870.574019747,293870.574019747
E01009302,372043.66600457527,347741.62955969136
E01009303,494390.481566477,494390.4815664768
E01009304,349066.8951931826,349066.8951931825
E01009305,329035.89573971037,260704.74895804795
E01009306,900744.0307539263,455171.7100387191
E01009307,338734.7797356995,330994.21650590235
E01009308,357712.34063740424,336837.2930089217
E01009309,259560.9721624082,254754.52270235695
E01009310,341381.01368456066,341372.9452549471
E01009311,205869.76594208603,194967.9648047557
E01009312,291472.2088877416,291472.2088877415
E01009313,256045.95968286652,255872.32363933703
E01009314,290747.3999704875,290747.3999704875
E01009315,499214.5847959345,499214.5847959345
E01009316,349798.2454214597,349798.24542145955
E01009317,441293.44632515486,421312.9740248554
E01009318,711209.1331456361,357995.543177679
E01009319,251866.9340809126,251866.93408091264
E01009320,623347.774845414,369595.1820308687
E01009321,870030.7154964334,660707.3128813249
E01009322,673884.0660744703,673884.0660744703
E01009323,259350.19330447828,259350.19330447822
E01009324,264262.1460976316,264262.1460976315
E01009325,190475.240867242,190475.24086724198
E01009326,487386.96292398387,487386.96292398375
E01009327,121571.06699630768,121571.06699630774
E01009328,129047.62232498304,129047.62232498307
E01009329,236800.45962373598,236800.45962373592
E01009331,167078.38752518396,167078.387525184
E01009332,368977.71936990327,368977.71936990327
E01009333,120799.74729538437,120799.74729538437
E01009334,150337.81988298136,150337.8198829814
E01009335,216299.5564945554,216299.5564945554
E01009337,149936.99716440108,149936.99716440108
E01009338,478295.75132595416,478295.75132595416
E01009339,595682.0286833768,595682.0286833767
E01009340,507128.8346015363,372773.22338557226
E01009341,529689.1422606864,529689.1422606864
E01009342,356881.18503097125,356881.18503097136
E01009343,146538.38549826125,146538.3854982612
E01009344,116162.84456088512,116162.84456088513
E01009345,501837.0645649418,501837.06456494186
E01009346,199342.407471369,199342.40747136902
E01009347,368302.5154203211,368302.51542032114
E01009348,594101.1642332893,594101.1642332893
E01009349,423339.14981547,423339.1498154699
E01009350,110806.4949793954,110806.49497939537
E01009351,112594.32095574934,112594.32095574932
E01009352,155044.93488055625,155044.93488055628
E01009353,116591.66689900265,116591.66689900265
E01009354,279740.45125526004,279740.45125526004
E01009355,275334.0412923192,275334.0412923192
E01009358,359034.9162523171,359034.91625231697
E01009359,265113.42380301567,265113.42380301567
E01009360,445994.0209454679,445994.0209454681
E01009361,174724.32817468038,174724.3281746804
E01009362,211193.69995894324,211193.69995894324
E01009363,588494.1874696987,588494.1874696987
E01009364,337752.51582975127,337752.5158297511
E01009365,392260.50826212636,392260.50826212653
E01009366,222287.1517641672,222287.15176416718
E01009367,364047.20789225603,364047.20789225603
E01009368,105140.87234156998,105140.87234156998
E01009371,241300.91705096085,241300.91705096068
E01009372,82856.16035217757,82856.16035217757
E01009373,85735.63619858271,85735.6361985827
E01009374,218573.1340376578,218573.13403765784
E01009375,174696.26107206388,174696.26107206385
E01009376,212444.61853316802,212444.61853316805
E01009377,121495.59733040989,121495.59733040992
E01009378,670606.8238264289,670606.823826429
E01009379,349807.4679313508,349807.46793135087
E01009380,107532.72581858572,107532.7258185857
E01009382,243991.59043212616,243991.59043212616
E01009383,120091.23069601343,120091.23069601343
E01009384,192865.10079957652,192865.10079957652
E01009385,205515.89506951158,205515.89506951167
E01009389,188327.01429023952,188327.0142902396
E01009390,194635.22647062954,194635.22647062957
E01009391,148971.51055030455,148971.51055030455
E01009392,118234.88649499147,118234.88649499147
E01009393,161110.67704499848,161110.67704499848
E01009394,268632.0442212636,268632.0442212636
E01009395,307453.1264131747,307453.1264131747
E01009396,137878.33476532443,137878.3347653244
E01009397,156332.74862832806,156332.74862832806
E01009399,86903.09729859741,86903.09729859735
E01009400,683404.7224863806,683404.7224863806
E01009401,439274.9893197407,439274.9893197407
E01009403,219686.16572565638,219686.16572565635
E01009404,220371.78469389662,220371.78469389654
E01009405,268616.5601195948,268616.56011959485
E01009406,346157.7050370555,346157.7050370554
E01009407,257391.6102218193,257391.6102218193
E01009408,255820.86462773941,255820.86462773953
E01009409,244597.15889876886,244597.1588987688
E01009410,420633.30855203903,420633.3085520389
E01009411,344575.74447273137,344575.7444727313
E01009412,224878.59515914787,224878.59515914792
E01009413,248545.90017913305,248545.90017913302
E01009414,521164.4479813367,521164.44798133645
E01009415,618646.1990628443,477030.452146522
E01009416,3292424.6247164547,618999.6561599988
E01009417,365607.723678606,365607.72367860604
E01009418,1055391.7860357228,381585.18709901185
E01009419,360302.43123400415,360302.43123400415
E01009420,299167.8327485745,299167.8327485746
E01009421,2983984.5236457414,711736.7131319626
E01009422,761943.0450836441,517940.1547769475
E01009423,1280114.6315274467,498314.1221711884
E01009424,6448244.899412227,853738.1549958357
E01009425,554968.521555271,541201.910629382
E01009426,777676.5525405274,451979.28513646877
E01009427,872771.5347347917,837950.2492487122
E01009428,770558.4076172995,623506.9142561248
E01009429,631765.9093491395,518561.30928607914
E01009430,964404.688026067,939052.623668581
E01009431,437609.09488786163,437609.0948878617
E01009432,875105.2110500883,623185.2780059071
E01009433,538997.9318742668,508341.3081462033
E01009434,908747.1790737149,302629.0662519501
E01009435,605605.5679101233,519755.5914034719
E01009436,451593.2345312619,435483.8747422041
E01009437,1129784.2396084063,768605.0190721948
E01009438,877682.7273926084,268509.0288036636
E01009439,1022708.7995919427,493203.09148807835
E01009440,437709.92044733115,437709.920447331
E01009441,5234307.713216454,2412632.264081003
E01009442,539336.3902579601,539336.39025796
E01009443,664693.5765304448,527135.6063262987
E01009444,400105.15489924984,374607.66039285524
E01009445,286823.9636364029,282275.759911444
E01009446,487156.0973018311,431655.0688086
E01009447,373372.59635296196,344474.762830164
E01009448,789393.6326783592,298861.55719985993
E01009449,749943.4017614545,740599.3151695967
E01009450,8730438.252947371,531344.3688305499
E01009451,418813.2409360293,380813.4644165745
E01009452,365036.89220686257,318107.8036628728
E01009453,271912.7193730528,271912.719373053
E01009454,413402.1597376924,349148.00889916904
E01009455,202569.04478744487,151721.1998166296
E01009456,362337.7273504042,362337.7273504041
E01009457,717651.2670003372,546764.1101072383
E01009458,287218.50212822703,287218.5021282271
E01009459,447911.6006613456,447911.6006613456
E01009460,276085.01032095903,276085.01032095903
E01009461,595376.6282048925,424614.01033477456
E01009462,335860.18839320244,335860.1883932024
E01009463,539684.7725866962,445848.3272756635
E01009464,424981.9692368484,424878.2539451959
E01009465,385712.64219466114,385712.6421946612
E01009466,449094.50100547314,449094.5010054732
E01009467,351944.03339365544,351360.39124588296
E01009468,1082105.565346738,583027.3779079976
E01009469,353599.2754950729,353599.27549507277
E01009470,359246.56256222783,359244.3702178438
E01009471,450991.2187219843,450991.21872198436
E01009472,349583.10301172995,349583.10301172984
E01009473,410835.25918140117,410835.2591814011
E01009474,373033.1271312636,373033.12713126343
E01009475,190093.1152289974,190093.1152289974
E01009476,330131.4439968285,330131.4439968286
E01009477,352153.81936817593,352153.81936817575
E01009478,580234.2570185098,580234.2570185098
E01009479,711748.8791747781,711748.8791747779
E01009480,237394.89140661043,237394.89140661038
E01009481,253695.85939375582,253695.85939375573
E01009482,154312.99483312265,154312.99483312265
E01009483,323551.4675167866,323551.4675167867
E01009484,160614.67888661707,160614.67888661713
E01009485,285654.77697959705,285654.776979597
E01009486,237552.30235961667,237552.30235961667
E01009487,210630.95296468982,210630.95296468982
E01009488,287843.8986821667,287843.8986821667
E01009489,140477.49719864468,140477.4971986447
E01009490,410022.86739859084,410022.86739859084
E01009491,143316.15560598343,143316.15560598348
E01009492,206435.53108464766,206435.5310846478
E01009493,334502.3960791119,334502.3960791119
E01009494,263359.465684495,263359.465684495
E01009495,306971.9939276146,306971.9939276146
E01009496,483953.8831850435,483953.88318504335
E01009497,377601.9939685769,377601.9939685769
E01009498,435758.3050611641,435758.30506116396
E01009499,286421.0527070074,286421.05270700745
E01009500,358993.2767146489,358993.2767146489
E01009501,275577.92737580446,275577.9273758044
E01009502,243936.76493375987,243936.76493375984
E01009503,249545.733686102,249545.733686102
E01009504,469788.6610187794,469788.6610187795
E01009505,335428.7258078404,335428.7258078403
E01009506,373561.1831908444,373561.18319084425
E01009507,208654.49155193113,208644.006558148
E01009508,277175.5072165927,261983.76456154205
E01009509,313854.8915978685,313854.89159786847
E01009510,257732.70577512437,246876.7479827125
E01009511,212303.93909748964,208996.20345721536
E01009512,381575.8082828215,381575.80828282156
E01009513,396409.6114401439,396409.6114401439
E01009514,295151.2160939104,295151.2160939105
E01009515,327317.56577410316,290889.5045565733
E01009516,214400.95775649126,196638.17664151223
E01009517,352359.64125160687,352359.64125160687
E01009518,388493.8445441719,281732.63359513314
E01009519,232146.85248687505,229608.27473298684
E01009520,312141.1693825571,255834.44242954333
E01009521,261947.75879425695,226818.9474430104
E01009522,488238.0263680962,488238.0263680961
E01009523,12556123.543054255,731715.1463093315
E01009524,510482.36736636155,334480.7280236678
E01009525,271931.08430067386,271931.0843006738
E01009526,2540482.1567741553,536972.775368728
E01009527,237004.23053572435,233562.7123475766
E01009528,822817.4472839723,670253.8434553293
E01009529,207108.2216603112,207108.2216603112
E01009530,254161.35309259247,254161.35309259247
E01009531,431205.013131725,362587.78795244143
E01009532,397593.81508387194,397593.8150838719
E01009535,244524.50934661325,244524.50934661325
E01009536,360684.9841113452,360684.9841113453
E01009537,291364.7192492063,291364.7192492064
E01009538,815120.0697808424,573658.6940170046
E01009539,441204.5818447055,287932.15875526273
E01009540,329381.7804578225,329381.7804578225
E01009541,438657.12453100155,353122.03573271004
E01009542,332987.8189335681,332987.81893356796
E01009543,603747.8174097954,556178.9803983629
E01009544,1271479.279418271,1271479.2794182713
E01009548,797856.4391214019,797856.4391214018
E01009549,390790.9441253792,390790.94412537914
E01009550,237313.0990152849,237313.09901528488
E01009552,297213.2681505129,297213.2681505129
E01009553,369678.70501568954,369678.70501568966
E01009554,167214.0459827606,167214.04598276067
E01009555,721899.2027844072,721899.202784407
E01009556,276314.2792114803,276314.2792114802
E01009557,1044499.7556003951,1044499.755600395
E01009558,182123.2114661492,182123.2114661492
E01009559,952807.2748485962,952807.274848596
E01009560,363752.4690600337,363752.46906003373
E01009561,511680.6226904403,511495.2543177363
E01009562,355605.44089449226,355605.4408944922
E01009563,303443.7686307433,303443.76863074314
E01009564,392417.3686213564,392417.36862135626
E01009565,171615.82250306447,171615.8225030645
E01009566,441392.14438256767,441392.14438256767
E01009567,372338.01047112886,372338.0104711288
E01009568,189515.34410530436,189515.34410530434
E01009569,254162.81278942482,254162.8127894248
E01009570,235055.84252651417,235055.8425265142
E01009571,171245.28021645913,171245.280216459
E01009572,741733.6344477753,741733.6344477754
E01009573,203480.23388901565,203480.23388901565
E01009574,284174.56186864263,284174.56186864263
E01009575,395060.37380559306,395060.3738055931
E01009576,282892.2722754296,282892.2722754296
E01009577,215356.32473722877,215356.32473722872
E01009578,1027382.8491212034,838236.4243805496
E01009579,477844.8930491386,477844.8930491384
E01009580,1357484.0754740294,1034821.8683441945
E01009581,329470.675303967,329470.67530396703
E01009582,314332.44255986856,314332.4425598686
E01009583,276762.95689855877,276762.95689855877
E01009584,1803143.859508245,644664.2629806974
E01009585,247135.65964940196,237623.74655325004
E01009586,357739.55345901544,325145.4161843207
E01009587,726731.9722368122,726731.9722368121
E01009588,285821.4014952126,285821.4014952126
E01009589,593965.966904004,589947.4923060064
E01009590,3306710.5985334185,874420.1976718868
E01009591,336654.5205725557,245181.96511580545
E01009592,220738.25577675452,220738.25577675446
E01009593,258011.11127150423,258011.11127150428
E01009594,265781.0922319466,263333.76980044646
E01009596,301229.6113951295,301229.6113951294
E01009597,283287.345361004,283287.34536100423
E01009598,384940.57553182874,384940.57553182874
E01009599,471668.99656531535,471668.99656531546
E01009604,281936.3714674298,281936.37146742985
E01009605,440114.7561221165,407417.0725830314
E01009606,385679.11365999805,385679.11365999805
E01009607,281469.0538388022,281469.0538388022
E01009608,259346.7018109107,259346.70181091077
E01009609,254385.02165178323,254385.0216517832
E01009610,247340.5879412141,247340.58794121406
E01009611,745418.5367389636,745418.5367389636
E01009612,237059.3056542949,237059.3056542949
E01009613,187440.31254861128,187440.3125486113
E01009614,208220.9600079922,208220.9600079922
E01009615,253172.0530549173,253172.05305491734
E01009616,169767.65537488976,169767.65537488973
E01009617,189420.10521478555,189420.10521478555
E01009618,263501.3904703418,263501.3904703418
E01009619,637364.2207680846,637364.2207680846
E01009620,455879.1021976527,455879.10219765274
E01009621,255151.51245885363,255151.51245885363
E01009622,279094.180530789,279094.18053078896
E01009623,202489.7299909284,202489.7299909284
E01009624,192492.7604104782,192492.76041047813
E01009625,263216.73382457497,263216.7338245748
E01009626,405388.4371650537,405388.4371650536
E01009627,224831.16275502415,224831.16275502412
E01009628,224608.6819498901,224608.68194989007
E01009629,378207.6715942945,378207.6715942943
E01009630,337273.4833453333,337273.48334533337
E01009631,226868.8300417374,226868.8300417374
E01009632,325807.13189548627,325807.13189548627
E01009633,357063.96046139754,357063.9604613975
E01009634,254856.24870571564,254856.2487057157
E01009635,374590.10137506225,374590.10137506225
E01009636,192747.87657087392,192747.87657087392
E01009637,105035.37531157194,105035.37531157194
E01009638,342464.9061179499,342464.90611795016
E01009639,131522.40262976204,131522.4026297621
E01009640,178772.0804888227,178772.0804888227
E01009641,289790.79941590194,289790.7994159018
E01009642,860233.2572902963,860233.2572902964
E01009643,326302.4397311367,326302.4397311368
E01009644,218533.7616951536,218533.7616951536
E01009645,164182.73392986524,164182.73392986524
E01009646,201086.8903693005,199943.83132465873
E01009647,513550.75334653823,513550.75334653823
E01009648,241826.0863309819,241826.08633098184
E01009649,339526.14448034286,339526.1444803429
E01009650,202689.28532235627,202689.2853223562
E01009651,156116.21860281256,156116.2186028126
E01009652,537359.039429472,290538.88829714427
E01009653,201210.8878056112,201210.88780561116
E01009654,202779.81507287908,202779.81507287902
E01009655,218399.12921957587,218399.1292195759
E01009656,313205.2526952728,313205.25269527285
E01009657,237505.49015406778,237505.4901540677
E01009658,328518.6119240107,328518.6119240107
E01009659,173671.62606942933,173671.62606942936
E01009660,259430.00039612505,259430.00039612514
E01009661,225286.16189511277,225286.16189511275
E01009662,380650.4044525867,380650.4044525866
E01009663,297564.6328601432,297564.6328601431
E01009664,207179.4993429408,207179.4993429408
E01009665,634169.5837563529,634169.583756353
E01009666,240588.58508785683,240588.58508785686
E01009667,386840.6629283765,386840.6629283765
E01009668,415935.1212490428,304519.3195889232
E01009669,222620.63001858868,222620.6300185887
E01009670,276287.0914903774,273348.59158407734
E01009671,2659702.365230351,2157927.5759625062
E01009672,627117.7735451133,603933.5436867563
E01009674,329416.8535134524,329416.85351345246
E01009676,430149.5462813136,430149.5462813135
E01009679,418740.7716115019,418740.7716115019
E01009681,268064.88724044093,268064.88724044093
E01009682,227957.91319884048,227957.91319884048
E01009683,381791.9930740589,381791.9930740588
E01009684,234736.16765181674,234736.16765181677
E01009685,274585.3673946409,274585.36739464087
E01009686,825121.7476146182,825121.747614618
E01009687,384516.50145326025,384516.50145326025
E01009688,218364.76245925817,218364.76245925814
E01009689,221602.30308552377,221602.30308552372
E01009690,284929.3379712258,284929.3379712258
E01009691,114468.01830363105,114468.01830363102
E01009692,506968.28953810973,211322.9676077346
E01009693,252812.99056583628,252812.99056583625
E01009694,425888.0235720002,300274.3225871871
E01009695,361905.3635119621,361905.3635119623
E01009696,298945.12854440033,298945.12854440016
E01009697,661729.997081301,654155.1433832875
E01009698,312938.7141841793,312938.7141841794
E01009699,267824.1649478369,267824.1649478369
E01009700,401904.2661221077,401904.26612210774
E01009701,591342.4542488235,591342.4542488233
E01009702,401525.0093436908,401525.0093436909
E01009703,768035.3145227744,621491.9451140552
E01009704,352544.8387559076,292824.4452086811
E01009705,362461.7484691206,303064.949426957
E01009706,316047.737640787,274161.12235252984
E01009707,281362.4298974436,272063.93671575637
E01009708,378858.2063562108,378858.20635621087
E01009709,221852.8975041469,221852.89750414694
E01009710,468010.8023537651,468010.8023537652
E01009711,513203.0637570776,513203.0637570777
E01009712,318390.21137485304,318390.211374853
E01009713,372237.6976985603,372237.6976985604
E01009714,197274.92532950346,197274.92532950352
E01009715,352588.0635220637,332661.20303116966
E01009716,255033.83229060067,255033.83229060058
E01009717,819747.9812220702,483173.4577109755
E01009718,463571.649739059,463571.649739059
E01009719,321357.0596709578,321357.0596709578
E01009720,277148.04759871616,277148.0475987161
E01009721,829933.191259961,829933.1912599609
E01009722,358602.3086389034,358602.3086389035
E01009723,243875.81851207317,243875.8185120732
E01009724,309891.3252892908,309891.3252892908
E01009725,239062.40048660964,239062.40048660967
E01009726,279844.32144439645,279844.3214443963
E01009727,375824.04727238225,375824.04727238225
E01009728,233526.2026812993,233526.2026812993
E01009729,284695.59721161216,284695.5972116121
E01009730,360690.1076370052,360690.1076370052
E01009731,333419.63152340497,333419.631523405
E01009732,316397.8749651459,316397.87496514595
E01009733,275368.9387466974,275368.9387466974
E01009734,1324113.2095509826,1305655.4472143208
E01009735,461553.8377704633,461553.83777046343
E01009736,415776.39313699043,313732.80762770266
E01009737,367649.9865155967,323548.4151476859
E01009738,327160.5163659576,327160.5163659577
E01009739,291404.17337334284,291404.1733733428
E01009740,591320.7218133976,591320.7218133978
E01009741,1034497.6217182274,1034497.6217182272
E01009742,360696.41664296907,360396.43725204765
E01009743,457459.5100966988,456383.7338925726
E01009744,635196.014327551,635196.0143275512
E01009745,306328.1376022915,306328.1376022915
E01009746,917152.5773963567,917152.5773963565
E01009747,324309.46710527706,324309.46710527706
E01009748,962512.7354009884,344573.57043162436
E01009749,914271.8439059864,568181.1129876763
E01009750,312565.8430698319,312565.8430698317
E01009751,355954.53885888285,277979.2030276387
E01009752,520178.1385869041,336586.0473871402
E01009753,430075.2092157513,430075.2092157513
E01009754,565703.0210228804,371193.98651303566
E01009756,237062.40206595405,237062.40206595405
E01009757,1593973.3796772237,1593973.3796772244
E01009758,296509.7886071319,296509.7886071319
E01009759,245642.12748705244,245642.1274870524
E01009760,229799.49831159806,229799.49831159812
E01009762,166981.0303668191,166981.030366819
E01009763,417563.52649640414,398504.56761488284
E01009764,511493.1406482111,387811.3508061421
E01009765,265508.69318149786,259867.9155748332
E01009766,236992.32761313592,236368.25732856774
E01009767,278955.118330839,268012.53020566906
E01009768,392684.69449599675,374600.9753956481
E01009769,879701.9581906043,871892.5508669892
E01009770,250788.6137700431,246205.07171730933
E01009771,383730.44155379146,355607.16861232865
E01009772,230591.18660914575,230591.18660914575
E01009773,330957.7475099486,320217.61938788363
E01009774,665909.5412906284,665909.5412906283
E01009775,281353.11051293707,281353.1105129372
E01009776,615520.3339435348,615520.3339435348
E01009777,610487.8804184995,268504.2339254458
E01009778,589342.1928572321,445542.0198663853
E01009779,285368.99656126305,283103.4679010314
E01009780,435850.9654165222,349637.4663556021
E01009781,445681.0223916352,445681.0223916353
E01009782,421233.82617377193,294347.8158419013
E01009783,410933.86701418314,292725.0008282084
E01009784,354203.30018229276,354203.30018229276
E01009785,777515.0717748007,555752.124442777
E01009786,242590.34462149267,242590.34462149258
E01009787,718057.8791047505,464893.3111999028
E01009788,263777.69626493857,252322.9000541857
E01009789,391046.26895850745,305060.0695088973
E01009790,298385.95160146063,293832.4155164264
E01009791,222999.1852195977,222999.1852195978
E01009792,333532.23098858737,293498.15729500575
E01009793,388768.6885949847,337047.19632427854
E01009794,376693.6980245782,343914.08801375935
E01009795,289313.6123991843,289313.6123991844
E01009796,804835.2277773628,395362.0045064692
E01009797,445097.9662139801,406319.1325199108
E01009798,559723.0311036126,559723.0311036127
E01009799,394402.59271067963,322512.7455881139
E01009800,355559.1160691493,319718.4927725791
E01009801,688298.0204784865,474812.4116233349
E01009802,496235.90221824124,336677.62319692736
E01009803,494636.48283650936,454272.0429252895
E01009804,3781663.6773834084,623267.9563049128
E01009805,459172.01352109824,455114.13060289016
E01009806,273345.43204636686,273345.43204636686
E01009807,541711.380809257,424003.4138013669
E01009808,1144333.9141914716,311227.1244951808
E01009809,533636.660801131,316231.7409334066
E01009810,1266205.6061711987,353319.4090736007
E01009811,312224.2776933464,312224.2776933463
E01009812,562658.1065220165,319060.3678417361
E01009813,421831.8034589721,258145.06376708386
E01009814,411812.01665480493,252157.78834775792
E01009815,586156.5324993741,336341.76371700206
E01009816,1170775.04444251,1149325.4804478004
E01009817,407344.6945812078,318491.9245441258
E01009818,232350.23171345267,230352.90846461567
E01009819,1235212.3095802057,551724.8345619321
E01009820,404458.2521080757,404458.25210807566
E01009821,288376.44308223797,288376.443082238
E01009822,371762.2593013151,371762.25930131506
E01009823,526710.9287283254,409410.66543887765
E01009824,506996.004354204,375509.14254587336
E01009825,319383.15882196516,319383.15882196516
E01009826,288746.4873187894,288746.48731878947
E01009827,447308.93526312045,389430.98601041705
E01009828,388618.50744065637,388618.5074406564
E01009829,384736.3824927812,384736.3824927813
E01009830,351894.49706455896,351894.497064559
E01009831,540171.8804506114,338544.2268958998
E01009832,390140.3961653016,237152.50328690125
E01009833,500382.4812045741,500382.48120457394
E01009834,373842.7345585078,373842.7345585077
E01009835,393803.9717941058,325641.04096888116
E01009836,697020.8841426118,697020.8841426116
E01009837,300392.619399989,300067.29099373694
E01009838,744766.6471306165,305304.2545900053
E01009839,332738.55165125744,328837.46743563097
E01009840,897579.181466292,571273.4941074209
E01009841,656897.570410385,643566.2369549697
E01009842,370274.2828637498,370274.2828637498
E01009843,518530.6489148627,502151.01048593264
E01009844,615340.8913040396,585732.6586556907
E01009845,1817386.5646900928,755988.2695685514
E01009846,1203641.6327686387,400493.4522160088
E01009847,429654.598281574,300033.5335848823
E01009848,393168.10152345896,393168.1015234588
E01009849,347358.8280847292,335738.1980005535
E01009850,483576.0331746435,483576.03317464335
E01009851,352947.48565780075,352947.4856578008
E01009852,670649.5238045653,372440.7827150816
E01009853,807190.3552650381,370117.57564196264
E01009854,456731.71968677244,456731.71968677244
E01009855,1162452.0325847424,689959.8838425238
E01009856,624950.0021138818,624950.0021138815
E01009857,405771.64152994123,405771.64152994123
E01009858,302606.88867150625,302606.8886715063
E01009859,507702.20865739405,507702.20865739416
E01009860,511427.0764592048,395143.03475109866
E01009861,258883.22483672248,258883.22483672245
E01009862,683280.0921843809,453752.15220345126
E01009863,368278.00470603595,368278.0047060356
E01009864,291784.507806293,291784.507806293
E01009865,367745.33404405246,367745.33404405246
E01009866,307940.6805758683,307940.6805758683
E01009867,667572.5362458058,667572.5362458057
E01009868,317315.96244947036,317315.9624494703
E01009869,378376.7879133652,378376.7879133652
E01009870,534064.9922207644,534064.9922207643
E01009871,345179.08260885446,336445.12952050794
E01009872,220600.75822590655,220600.75822590658
E01009873,459093.2784641733,280144.9805599173
E01009874,1277094.649722371,643825.0231298804
E01009875,307799.6976880519,307799.69768805185
E01009876,352120.30793703854,352120.3079370386
E01009877,292737.393720898,274551.8202821036
E01009878,568661.9568565378,551093.3511013106
E01009879,379003.74931527296,363785.3245371824
E01009880,358059.62766500283,274850.625580499
E01009881,709716.6801619612,704443.3699032085
E01009882,306828.1965080988,306828.19650809874
E01009883,348065.3084980815,284738.09098947834
E01009884,483467.5913539211,402034.01372867456
E01009885,391555.33408900566,378484.57235683704
E01009886,325396.1084445169,289891.0657608784
E01009887,470552.2071026964,437022.41005595576
E01009888,346291.3993319792,316902.0765990699
E01009889,830559.2644902994,799642.4392781196
E01009890,408240.8834198596,362912.842363568
E01009891,248445.69128731076,248445.6912873108
E01009892,408615.88848922536,408251.03371110023
E01009893,245871.61260110736,245871.61260110742
E01009894,329349.5073881848,316164.5368440507
E01009895,465147.97118398716,284641.6370510366
E01009896,320555.1809838236,274678.0819420589
E01009897,486110.07730760734,289483.9716560779
E01009898,813719.6924627568,558616.5768051115
E01009899,353193.20763719786,288568.7475963448
E01009900,590867.9579538141,359955.1183059877
E01009901,433230.0147725605,331081.27011668356
E01009902,338338.5502177477,225690.31507945666
E01009903,311660.11683658225,305612.3273975284
E01009904,291031.76952879847,291031.7695287985
E01009905,336470.72251518804,336470.7225151882
E01009906,326692.55805482157,326692.5580548216
E01009907,246453.64164979605,246453.64164979596
E01009908,256082.14429080498,256082.144290805
E01009909,329905.2630764283,329905.2630764282
E01009910,314151.63536111923,314151.6353611192
E01009911,365450.31203636783,279351.9886678276
E01009912,340485.8835681095,337079.2675050624
E01009913,560993.4352272027,554420.0511039678
E01009914,295929.2985348208,262351.99163567356
E01009915,514666.9887771048,388636.3719755232
E01009916,376342.4958732818,324455.77613443235
E01009917,160538.7626077676,159956.67002559174
E01009918,313376.45720119606,311253.53057371546
E01009919,176647.3207447309,176532.44410423355
E01009920,266178.5259670801,266178.52596708003
E01009921,167808.64472892508,167808.64472892505
E01009922,201174.37291875875,201174.37291875875
E01009923,231621.88599688766,231621.88599688755
E01009924,159831.12479841392,159831.12479841392
E01009925,743750.1728776543,743750.1728776544
E01009926,158655.86370224354,158655.86370224349
E01009927,231248.54315884586,231248.5431588458
E01009928,221523.41535888865,221523.4153588887
E01009929,347787.16710440244,310632.24444174155
E01009930,226126.5246773401,226126.52467734014
E01009931,555205.6064416396,554920.5463060064
E01009932,292971.1741150145,291118.76642144955
E01009933,313411.1309442042,313129.6870347595
E01009934,504531.90599982365,504531.9059998234
E01009935,267463.599018425,267463.599018425
E01009936,273767.00918884727,273767.00918884727
E01009937,210651.61253735356,208395.26220824718
E01009938,356715.8387820717,284364.20344372425
E01009939,380878.09029981826,336757.45815845404
E01009940,230435.98887432268,222361.8430777368
E01009941,251935.99765321353,251935.9976532135
E01009942,294316.2761288751,291327.95097768516
E01009943,210556.3693880748,199421.39061922007
E01009944,242850.674512681,240561.60955510123
E01009946,341739.451592693,297434.9202702744
E01009947,1631853.0552190088,545647.2049463327
E01009948,295272.0620888167,293292.62380250427
E01009949,1191078.1590118904,770342.9970073057
E01009950,348675.8681122862,348675.86811228615
E01009951,374849.55274245964,218486.08069888726
E01009952,245557.97004419667,245557.9700441967
E01009953,825732.7938564939,825732.7938564941
E01009954,748129.4153770844,667828.460359057
E01009955,394142.5239121259,394142.5239121258
E01009956,546770.2870588839,546770.287058884
E01009957,320950.46265260427,320950.4626526043
E01009958,535469.3336805779,392168.6951660343
E01009959,428830.6935339491,428830.69353394915
E01009960,278483.4405480402,278483.44054804015
E01009961,353526.42089004297,349800.56065485795
E01009962,289704.3192535775,257517.86564638471
E01009963,289665.073325381,288832.1896620955
E01009964,236402.03639641276,225716.0257833029
E01009965,196568.4809294114,181656.7501905761
E01009966,262494.2812153593,262494.2812153593
E01009967,844766.22168713,361686.5943777481
E01009968,1149568.5280327597,398044.8303912052
E01009969,665501.4562978201,441883.5776526959
