identifier,LSOA11CD,intersection_area
00310b4c3b,E01028329,329219.37940337847
9db6415b52,E01032223,43355.33571441928
9db6415b52,E01032193,185140.1133227803
9db6415b52,E01032472,142.82518091073004
e27e659458,E01025621,51948.44399932617
e27e659458,E01025864,18705.177478972648
e27e659458,E01025817,743611.5953957177
e27e659458,E01025863,8942.89100269917
e27e659458,E01025862,198239.4545233703
e27e659458,E01025861,238287.30429758655
e27e659458,E01025860,302857.47309656686
e27e659458,E01025824,397478.55700838193
e27e659458,E01025821,319619.10382386035
e27e659458,E01025825,373836.7899595836
e27e659458,E01025823,289448.4538414472
e27e659458,E01025841,474897.5053092263
e27e659458,E01025822,259535.22612256338
e27e659458,E01025839,314624.9164053362
e27e659458,E01025840,348854.5908319159
e27e659458,E01025844,284245.7120810374
e27e659458,E01025842,394768.46673325787
e27e659458,E01025843,327352.15582411666
e27e659458,E01025826,236095.12772251407
e27e659458,E01025873,146557.0418950064
e27e659458,E01025818,231649.30158626076
7f7b6fbd2c,E01019613,31644.1078409363
996661b336,E01031243,1189342.8727695148
996661b336,E01031244,121342.89304406235
996661b336,E01010183,16.805373223315733
996661b336,E01032886,14563.974863504918
806ca08155,E01028415,185443.56714452547
806ca08155,E01028403,650768.1266084292
80a30abb01,E01026403,61018.5089122797
0df2f5b617,E01026403,116168.4196578301
8260a77e43,E01014036,30945.171550728657
b1748e2f4b,E01028980,104484.8658882395
e8d36436bd,E01029698,351693.0332131367
e8d36436bd,E01029695,617315.6287404704
e8d36436bd,E01029747,703383.4217865338
e8d36436bd,E01029749,177765.7392117721
e8d36436bd,E01029697,1026597.0067212852
10163eae72,E01032373,248258.32075209878
10163eae72,E01032372,221553.40594986267
716c53d4b0,E01019736,86768.06326190456
c187f10cfd,E01019736,2566.141130245852
8695ea4438,E01019736,918.0978038561556
f3e6ed3098,E01019736,531.5488032334905
ad1d48a23d,E01019736,2345.608771952905
3b4e39e4bf,E01019736,9207.18992132529
f9a85b7e56,E01014132,444398.6113492596
f9a85b7e56,E01014112,30350.690737644425
f9a85b7e56,E01014131,796544.5806308507
f9a85b7e56,E01014135,640.4192621543168
f9a85b7e56,E01028869,86.89292657058368
738b826f7d,E01029516,327507.84088081267
1690097e68,E01028898,8456.26246066462
75d8816d05,E01028898,2104.2853999405165
af86eb8a51,E01032198,11065.884006783212
774f199161,E01029517,204932.13138632712
c5a4d4f5ea,E01028040,243807.25207610213
c5a4d4f5ea,E01028006,147734.41618628515
63a0b028b7,E01029467,26270.736974404095
70422ff5b2,E01029742,4010.6768143341596
5d5c0be1ff,E01014136,34222.56619510264
bcdccf772f,E01029509,38030.7029137292
215d45ed00,E01019495,47148.043166253396
b38d24f1bb,E01028325,476700.93149630475
b38d24f1bb,E01033394,73.24849459658658
0ce3b41f7e,E01028411,54015.239486395105
2461383dc2,E01029802,16593.619696859867
2461383dc2,E01029762,636790.2423694069
2461383dc2,E01029777,183990.31317403377
2461383dc2,E01029776,598703.0533600905
6fb8fe7323,E01028863,3747.348208618015
8d46f6f22b,E01029667,107022.58419144778
1da09dc2bc,E01019602,48743.025524102675
65b466a004,E01028978,482147.88421743753
65b466a004,E01028979,732600.3500309134
65b466a004,E01028970,116.52385315824284
72f89e2b4a,W01000441,173438.91470749248
3fc6cc25c4,E01022445,1405.3572955526352
760c94488c,E01029708,43242.94189470333
760c94488c,E01014174,256.4898889548666
5aa96a7ca0,W01000457,139324.76476156365
5aa96a7ca0,W01000458,381536.42583512305
92c2422a2b,E01022267,2825.5002244582556
df9e2481a8,E01029733,6242.438122886803
c11bec5987,E01031280,0.6428743780919387
c11bec5987,E01031166,739172.8121330264
c11bec5987,E01031147,61.30737013956114
c11bec5987,E01031149,956203.7390848699
01718bf84d,E01031025,46360.577034305614
631d8a04b1,E01025912,41871.17883638161
5ee818ac57,E01019477,210911.9212018054
5ee818ac57,E01019424,288848.9365673871
5ee818ac57,E01019423,263244.605007336
5ee818ac57,E01019430,4708.849395269625
490f03e240,E01029796,438669.0485981821
490f03e240,E01029795,328472.6129035801
490f03e240,E01029803,452628.24683000863
994b72050e,E01025777,116013.11378700101
aeb17cd135,E01014015,24506.698584287304
7f1048d10c,E01031007,42659.96982805493
d9289f2fa6,E01029658,3663.0310762597805
a789603709,E01028006,165550.30402208958
a995b37ad0,E01025912,24568.72335771652
ddad791807,E01025770,294986.2048526607
132884272a,E01031205,246548.1939685559
3012b2e4ed,E01029687,1332.9188033082396
c5a85d6320,E01019736,2019.635265234463
b4c5934208,E01025771,6615.949718438469
b4a6ddb953,E01028868,1802.1138523946724
d750920489,E01014057,48981.25607513826
d750920489,E01014058,78805.35393975998
8a6b6f4298,E01010318,871.2882374335906
8a6b6f4298,E01010375,2879.1712448961052
8a6b6f4298,E01010325,32758.625577329243
8a6b6f4298,E01010279,292823.74725977326
8a6b6f4298,E01010324,439322.93394883187
8a6b6f4298,E01010277,324065.6197001922
8a6b6f4298,E01010271,69128.31057648541
8a6b6f4298,E01032888,896309.8531951669
8a6b6f4298,E01010356,2109.4343758401697
8a6b6f4298,E01010388,4613.66027191211
8a6b6f4298,E01010248,387669.534769285
8a6b6f4298,E01010246,449313.2697466805
8a6b6f4298,E01010272,150448.5625221387
8a6b6f4298,E01010273,1214.9909849036137
8a6b6f4298,E01010295,174694.2539962819
8a6b6f4298,E01010283,262318.28703314497
8a6b6f4298,E01010282,328342.01001800864
8a6b6f4298,E01010321,402434.30150160484
8a6b6f4298,E01032889,545953.7686575501
8a6b6f4298,E01010294,33744.92755442032
8a6b6f4298,E01010288,219336.52937808773
8a6b6f4298,E01010289,309966.41340283066
8a6b6f4298,E01010287,314448.3496804165
8a6b6f4298,E01010351,353196.8063027427
8a6b6f4298,E01010292,429509.3472261181
8a6b6f4298,E01010286,298453.3713105859
8a6b6f4298,E01010293,156928.2655656693
8a6b6f4298,E01010352,504774.75882174686
8a6b6f4298,E01010284,379221.2690943105
8a6b6f4298,E01010285,501455.47582802345
8a6b6f4298,E01010298,78420.08103992132
8a6b6f4298,E01010349,287483.446580683
8a6b6f4298,E01010348,264419.39648964576
8a6b6f4298,E01010296,265784.6232881247
8a6b6f4298,E01010297,350420.7870632049
8a6b6f4298,E01010290,258616.3233618961
8a6b6f4298,E01010347,289191.7238861709
8a6b6f4298,E01010350,354495.050061259
8a6b6f4298,E01029632,648726.3463475467
8a6b6f4298,E01010345,265915.05502590863
8a6b6f4298,E01010346,224627.7784055339
8a6b6f4298,E01029638,467428.2611057193
8a6b6f4298,E01029639,326674.09149012377
8a6b6f4298,E01029640,213678.13846919875
8a6b6f4298,E01029623,216102.27122375654
8a6b6f4298,E01029644,376813.64544061635
8a6b6f4298,E01029625,272516.6127996111
8a6b6f4298,E01029634,113031.00077089877
8a6b6f4298,E01029633,259892.30679351438
8a6b6f4298,E01029635,49789.2022571979
8a6b6f4298,E01029624,224387.00624736797
8a6b6f4298,E01029621,386811.5117533444
8a6b6f4298,E01029622,436945.4337785341
8a6b6f4298,E01029359,58597.63060827867
8a6b6f4298,E01029643,284560.63913317723
8a6b6f4298,E01029395,1656008.0581800686
8a6b6f4298,E01029642,413185.9904548144
8a6b6f4298,E01029641,471612.6569791257
8a6b6f4298,E01029620,208972.5317885537
8a6b6f4298,E01029397,430807.61373320385
8a6b6f4298,E01029396,336972.86449969426
8a6b6f4298,E01029362,19180.124530949877
8a6b6f4298,E01029394,413087.1747204201
8a6b6f4298,E01029382,329714.9152128496
8a6b6f4298,E01029381,243348.3990461021
8a6b6f4298,E01029378,1026.3811395645705
8a6b6f4298,E01029380,121462.51476618044
8a6b6f4298,E01010245,215318.0651269353
8a6b6f4298,E01010247,402792.111685248
8a6b6f4298,E01010244,309922.1054342898
8a6b6f4298,E01010322,630416.4301079724
8a6b6f4298,E01010323,293585.82827931753
8a6b6f4298,E01010241,1504313.8815826601
8a6b6f4298,E01010243,386843.98760021565
8a6b6f4298,E01010320,631107.7387859588
8a6b6f4298,E01010319,248498.74975935125
8a6b6f4298,E01010242,275877.96374491707
8a6b6f4298,E01010255,322576.12736913393
8a6b6f4298,E01010257,232750.37720466257
8a6b6f4298,E01010354,312386.0098850614
8a6b6f4298,E01010353,320380.8319635173
8a6b6f4298,E01010256,118370.50457881956
8a6b6f4298,E01010251,5404.858097878923
8a6b6f4298,E01010249,7373.464717759493
8a6b6f4298,E01010307,42076.87690525628
8a6b6f4298,E01029497,5518.732494203174
d44dacb328,E01028378,399519.719234623
ffdba7d46b,E01028971,48747.872241664074
6179f0cc75,E01028411,99484.80744299965
71bf9aba44,E01025771,2803.031070994012
e2b53ee117,E01014135,6397.815976564694
89ae05a805,E01029742,8379.724750860316
89ae05a805,E01029743,312077.16814361565
3ae1ec33cd,E01025782,319029.1123789336
3ae1ec33cd,E01025783,603537.6793697515
3ae1ec33cd,E01025781,357358.03264685447
63120b7e95,E01019602,67018.64204260657
be819af755,E01032223,218256.84992046322
0e251535a2,E01032191,43313.93276006722
4704092615,E01032190,58837.17605069924
b0fa1ae66d,E01028005,207405.41504014263
b0fa1ae66d,E01028023,625919.9621605789
31fc5fe5f6,E01028861,1895.0481741244648
0a781b161a,E01028033,178838.90816834744
0a781b161a,E01028006,3550.1713919998147
69f060ba18,E01022449,39956.68248474069
24b1bc2054,E01032205,31133.94492915966
811b06cba8,W01000444,365973.61939069175
9963c7a115,E01013287,410223.95133479167
5bd5a7def8,E01013246,7.309148626015433e-09
5bd5a7def8,E01013076,127647.54814153133
5c104f5d76,E01022466,36747.46894042468
5c104f5d76,E01022449,232668.62006045104
b563b7f235,E01026410,436170.6716336536
b563b7f235,E01026409,107108.32190622548
01b4e3de68,W01000429,148351.90283337393
233096f74a,E01019616,5215.093514879444
233096f74a,E01019472,131245.56231988737
233096f74a,E01019405,122632.10858852802
773e54bd40,E01025882,156888.21420793099
a76407efe1,E01022462,696783.6180101682
7073524023,E01031247,527345.7654493744
412a62f3e4,E01031244,251417.93327877048
e6cec090df,E01028980,2167.0765514192535
94bba800cc,E01032417,126773.01048161804
aebe7b5b10,E01032215,283831.27618837357
aebe7b5b10,E01032216,647780.2564686964
c2cbdedfa5,W01000429,57305.30193788452
7663ac7caf,E01028978,24264.99730676564
36602a23f0,E01032355,33076.35893931222
7d90450590,E01007611,398504.0601968422
89d088a1ca,E01014204,13388.1752825336
5c7016beae,E01027999,1261117.747431279
5c7016beae,E01028032,525723.6257776995
5c7016beae,E01028031,478020.7167527577
ad067c87f2,E01014036,916.1228652446232
0340b3c3c4,E01029395,1297.0274516356187
0340b3c3c4,E01010320,3727.9233407667284
0340b3c3c4,E01010256,180458.93767118244
0340b3c3c4,E01010254,330560.7948962847
0340b3c3c4,E01010251,245971.4756920748
0340b3c3c4,E01010253,231039.34145998248
0340b3c3c4,E01010249,635031.974113212
0340b3c3c4,E01010252,397718.7660528236
0340b3c3c4,E01029523,6833.1888661206885
0340b3c3c4,E01010307,469450.49180149497
0340b3c3c4,E01010250,374312.035964843
0340b3c3c4,E01010308,312060.3791479628
0340b3c3c4,E01010306,571630.5333034792
0340b3c3c4,E01010302,386440.1536333947
0340b3c3c4,E01010305,271125.9470635292
0340b3c3c4,E01010303,215038.31481886836
0340b3c3c4,E01010304,106190.82920187702
0340b3c3c4,E01010301,226997.90947887668
0340b3c3c4,E01029497,7093.318086086565
f6168c9f13,E01032386,5472.176404562089
d266a78566,E01029731,13413.475768872511
f5993fa911,E01029817,127546.7744849092
1e86355a2f,E01031035,405580.4173266309
45bcde3e2c,E01029795,44039.61129725335
45bcde3e2c,E01029803,11881.43027306472
45bcde3e2c,E01029801,680283.3783932355
4b64a09547,E01014135,6660.017011075143
9aae3e99e7,E01032200,669595.6043920722
9aae3e99e7,E01032217,126229.65726607427
b0652c0048,E01031250,1237450.517130844
b0652c0048,E01031252,34054.920725517644
b0652c0048,E01031196,210394.7147737441
b0652c0048,E01031251,267037.10594626376
b0652c0048,E01031249,235267.71074438348
b0652c0048,E01031253,382997.4214255409
b0652c0048,E01031218,301915.65346300596
89e139682c,E01028866,2714.739959138917
43022ab224,W01000498,458369.60539359396
43022ab224,W01000499,669306.4772396748
43022ab224,W01000501,634025.3589113078
43022ab224,W01000500,436841.45918465295
832d461674,E01028890,356521.4074413389
832d461674,E01028886,439371.7221983518
832d461674,E01028887,407093.4813057805
832d461674,E01028889,434345.2996790178
832d461674,E01028888,15582.19452663861
9d12bb315c,E01028888,3865.798358925342
0c6898f42c,E01028033,325763.2653483008
0c6898f42c,E01028035,2293380.049021097
789059be9e,E01013253,318981.7478644672
d3e521a409,E01028919,2418.382237755006
d3e521a409,E01028918,359386.033871071
2fa7461f58,E01032221,326863.654433063
2fa7461f58,E01014028,21383.729504235813
8cc8b70799,E01022265,32782.06841646576
8cc8b70799,E01022266,365056.0405477396
15ac50de32,E01028870,2779.0977525624276
883057c4aa,E01019472,172426.99260982944
75c54b1600,E01028870,17036.127460866872
bcbd69f5e8,E01031280,326082.84613631305
bcbd69f5e8,E01031301,343917.9947913717
2e4d678d10,E01029801,56742.703023910886
8a577d9713,E01029696,23105.526464793176
c858222c7b,E01019506,300.6422488402547
c858222c7b,E01019485,18274.109894222085
f4573db813,E01019423,139913.31379715985
02b173dbd7,E01029668,296177.8321023262
02b173dbd7,E01029669,314156.4450095531
7bcd854c7c,E01019631,49924.42419829069
0ed796ec20,E01025613,462263.0462753422
0ed796ec20,E01025615,120250.84605179538
0ed796ec20,E01025614,341581.85844110436
0ed796ec20,E01025641,442712.2647253067
0ed796ec20,E01025642,570647.8013675536
0ed796ec20,E01025646,92718.15495609533
0ed796ec20,E01025649,643792.3369021626
0ed796ec20,E01025989,43469.66105039529
0ed796ec20,E01025659,101564.22116616987
0ed796ec20,E01025658,425388.9969186841
0ed796ec20,E01025987,120449.86867744164
0ed796ec20,E01013677,7428.236987656127
0ed796ec20,E01013676,945.1456635002179
0ed796ec20,E01025643,352464.92484467366
0ed796ec20,E01025650,336502.1524153326
0ed796ec20,E01025651,245455.28165434356
0ed796ec20,E01025657,517829.36640659143
0ed796ec20,E01025625,241294.20488549033
0ed796ec20,E01025660,389449.44541547267
0ed796ec20,E01025627,774913.6388620336
0ed796ec20,E01013675,4251.133483896097
0ed796ec20,E01013611,118.30422231630115
0ed796ec20,E01025626,565407.5333546784
c5798e469d,E01031209,205127.62278529227
3e35964735,E01013809,435291.9730778042
ca5a9b99af,E01014001,148831.50088589056
321d619119,E01032205,4692.198428234858
509095ed24,E01032403,21805.272194986792
8d08c1da73,E01032325,18297.82388339885
8d08c1da73,E01032284,76982.50623789617
8d08c1da73,E01032403,23376.362409806436
8d08c1da73,E01032308,12095.316026974297
a0530ead5f,E01032403,17973.128197163704
f423cafbfb,E01019525,317038.9861173849
f423cafbfb,E01019496,18325.910342317587
f423cafbfb,E01019523,175976.4296859898
f423cafbfb,E01019524,349162.6735943576
f694004501,E01028898,2115.884640622651
769ff586ad,E01028898,1706.7259314506325
be8d332572,E01028898,10382.188806962793
03da963e45,E01028898,1946.1716176839625
786cb9361e,E01025998,554878.9340444799
786cb9361e,E01026001,289032.658883281
786cb9361e,E01026000,252413.49612018463
786cb9361e,E01025999,288214.44445146335
786cb9361e,E01026003,100363.98286264788
786cb9361e,E01026004,174084.93556252331
786cb9361e,E01025972,66.23122739047162
786cb9361e,E01025617,105927.00618183287
786cb9361e,E01025781,106913.16259007726
786cb9361e,E01025991,304398.9123775787
786cb9361e,E01025989,306096.6154656126
786cb9361e,E01025988,466750.88022243936
786cb9361e,E01025659,113.17462565370586
786cb9361e,E01025990,328139.7366327743
786cb9361e,E01025993,239317.58927248552
786cb9361e,E01025658,4453.589046079626
786cb9361e,E01025987,344879.35814756295
786cb9361e,E01025992,478429.05103953765
786cb9361e,E01025986,307000.7413097657
786cb9361e,E01025994,585148.0931292743
786cb9361e,E01025985,406828.9483867535
786cb9361e,E01025997,234536.9254826867
786cb9361e,E01026005,171352.78008071647
786cb9361e,E01013678,4891.79183960701
786cb9361e,E01032600,34087.203098169935
786cb9361e,E01025995,70565.51954168772
c0aa37841c,E01025664,13675.883734528075
f99b9f3fa5,E01032176,12142.522973608613
e330b9cbdb,E01031160,50666.76683197213
3e09e78603,E01031166,187360.40840560835
6b1201e5f7,E01026386,337359.47096950153
15df175615,E01019855,1501.1347094899463
15df175615,E01025924,102279.5221709552
32346008f7,E01022463,462127.0876658263
32346008f7,E01022466,542575.5070408892
32346008f7,E01022464,360243.28712167335
32346008f7,E01022465,139655.98549540827
47feac2cfc,E01032180,14576.343894563397
84f489a87d,E01027006,43179.59252304639
b84cde26ca,E01031023,7882.951199700503
704abe77e1,E01028885,3223.841408622378
13299913df,E01025781,28341.646446920837
fae9c898dc,E01028870,8094.801756364103
8a8023df8d,E01031181,1037832.071987154
8a8023df8d,E01031154,389263.4383851417
8a8023df8d,E01031150,457729.11685760913
8a8023df8d,E01031153,394960.58459184936
b3ff3fe02c,E01022362,20654.492809056108
a64ccfd788,E01029708,166002.36189173182
24daf93065,E01028885,17084.51645403288
c0c0fdf00f,E01028885,1825.2359914785045
41cfb7181a,E01007664,441449.4518304997
4b741ac0d8,E01026315,191097.73037617747
22fd84d430,E01022453,526598.5506855644
5c9d729b7f,E01028859,72889.24526777011
ca17664e21,E01022449,47125.34964631428
06d5b39467,E01033530,546292.3082517843
2e589c26ba,E01025956,29661.391619480903
2e589c26ba,E01025964,977010.1470916271
2e589c26ba,E01025965,127187.34172003869
2e589c26ba,E01025963,519387.53762524907
09455230b0,E01013251,259288.26377233746
e0ed6b793e,E01019607,33842.100867311965
fb6e0a4485,E01032354,574546.6515352929
449452398e,E01025912,294328.35522790864
34b7a6fb50,E01019629,71846.70359416396
a8fa1adcf8,E01027030,255082.80929550572
aabc5ddae9,E01028976,86693.27244463068
9aa7f59d09,E01029474,364319.10226948466
9aa7f59d09,E01029473,239237.45305076832
cd61c5889c,E01014054,3472.7700633940935
bc19758d7b,E01029688,200379.69752740205
bc19758d7b,E01029706,532216.4850426955
bc19758d7b,E01029707,407692.2090757337
bc19758d7b,E01029709,369599.6996236993
bc19758d7b,E01029708,46947.1276087429
c05aab8024,E01028870,5012.500330938661
9d0a38213c,E01019736,9406.700112532904
82cbac2eab,E01019866,38064.272592415065
3794c73e8b,W01000497,364391.20456128876
d4749cf4e6,W01000488,196396.4789560952
c96e9fa6e9,E01025819,272037.9549603854
c96e9fa6e9,E01025940,471087.8834509023
c96e9fa6e9,E01025938,23134.199668543977
c96e9fa6e9,E01025837,107543.25560411
c96e9fa6e9,E01025943,523441.6713975035
c96e9fa6e9,E01025942,491469.58201984275
c96e9fa6e9,E01025941,609235.8426778391
d80e494b28,E01019405,113646.6216634537
bd7c771e6f,E01028882,94013.98544214427
30bbb60cf3,E01033412,437746.21929858066
30bbb60cf3,E01019704,593239.3637526488
30bbb60cf3,E01019656,78596.18100210032
30bbb60cf3,E01019658,1041718.3473936943
30bbb60cf3,E01019666,301290.85455368564
30bbb60cf3,E01019667,305774.2580903012
30bbb60cf3,E01019659,611220.0419349769
30bbb60cf3,E01019668,285163.88175311976
30bbb60cf3,E01019669,290621.0515441247
30bbb60cf3,E01019688,290171.3658465566
30bbb60cf3,E01019657,355877.1610660223
30bbb60cf3,E01019674,242149.92243690693
30bbb60cf3,E01019690,178175.87918799714
30bbb60cf3,E01019673,640507.169234562
30bbb60cf3,E01019689,273649.0534293451
30bbb60cf3,E01019660,538091.3042280342
30bbb60cf3,E01019672,463709.9752182521
30bbb60cf3,E01019662,278251.6363428716
30bbb60cf3,E01019661,590360.0666992719
30bbb60cf3,E01019701,707304.6811754972
30bbb60cf3,E01019703,362991.82286332914
30bbb60cf3,E01019702,436114.9249136394
30bbb60cf3,E01032613,514751.9553661272
30bbb60cf3,E01019437,2407.9342578479536
30bbb60cf3,E01028119,636.1993067884357
30bbb60cf3,E01019640,377982.12538799533
30bbb60cf3,E01019639,291766.44849701406
30bbb60cf3,E01019645,323317.3217844104
30bbb60cf3,E01028106,360003.9777845307
30bbb60cf3,E01032614,182896.0014394794
30bbb60cf3,E01019644,235812.93556995256
30bbb60cf3,E01019638,261927.90694665327
30bbb60cf3,E01019646,272541.95676734654
30bbb60cf3,E01019665,304127.3792117371
30bbb60cf3,E01033413,80.447114411253
30bbb60cf3,E01019671,166685.83075963403
30bbb60cf3,E01019467,3183.404648540444
30bbb60cf3,E01019664,226245.85902218331
30bbb60cf3,E01019663,326639.81635043496
6e7f568a85,E01031245,188432.38313638614
6e7f568a85,E01031246,156134.25182023202
c9fb76e79b,E01032393,633702.1779156718
c9fb76e79b,E01032392,10187.730260470174
e5d7af8924,E01031200,374490.5905740532
e5d7af8924,E01031221,429346.05414963246
e5d7af8924,E01031210,478902.2701173324
e5d7af8924,E01031222,977325.8265674794
e5d7af8924,E01031197,230275.03008118444
e5d7af8924,E01031224,25.858574300381697
e5d7af8924,E01031199,696375.8463755561
e5d7af8924,E01031201,475157.5672559329
e5d7af8924,E01031219,660812.8232448263
e5d7af8924,E01031220,301290.7529716302
e5d7af8924,E01031223,422501.8294083005
e5d7af8924,E01031211,522162.30042879184
20fa649261,E01019736,2719.1139197875423
835c29b2f5,E01014175,396934.7321701278
835c29b2f5,E01014178,381437.70951330307
835c29b2f5,E01014171,254154.9547764732
835c29b2f5,E01014173,358588.9720833688
835c29b2f5,E01014172,233758.19221399043
835c29b2f5,E01014174,307544.9135655222
835c29b2f5,E01014112,553046.2998659364
835c29b2f5,E01014176,430806.8205478279
835c29b2f5,E01014177,341892.5534325657
835c29b2f5,E01014131,31551.933842065253
0197b03dfb,E01028119,8537.866169649358
0197b03dfb,E01028102,333946.0591871315
0197b03dfb,E01028124,3937.8900432557157
0197b03dfb,E01028122,32807.720551016784
0197b03dfb,E01028103,373834.612060588
0197b03dfb,E01028104,313486.20999643917
0197b03dfb,E01028123,548177.7168684056
0197b03dfb,E01028118,623472.6009504399
0197b03dfb,E01028106,350335.759372873
0197b03dfb,E01033413,687270.1641378072
0197b03dfb,E01028105,430430.60599845246
0197b03dfb,E01028115,999928.3154081724
0197b03dfb,E01028117,349601.73384991876
0197b03dfb,E01028116,588450.2173542447
0197b03dfb,E01028110,468472.88024795306
0197b03dfb,E01028109,379643.81231011346
0197b03dfb,E01028113,249124.20042186134
0197b03dfb,E01019451,60.771722921895915
0197b03dfb,E01019453,55964.14445296164
0197b03dfb,E01028114,280215.89829486574
0197b03dfb,E01028112,399027.94924790453
0197b03dfb,E01028111,469895.7006789672
0197b03dfb,E01028108,276248.22976256465
0197b03dfb,E01028107,929171.0587247788
0197b03dfb,E01028092,489533.80105800094
0197b03dfb,E01028093,464335.33695573144
0197b03dfb,E01027994,399963.3010532709
0197b03dfb,E01027993,851171.3028710416
0197b03dfb,E01019442,644.388997762144
0197b03dfb,E01027945,617700.0178341257
0197b03dfb,E01027946,538449.2616413108
0197b03dfb,E01027963,468007.794802773
0197b03dfb,E01027961,520357.1906303124
0197b03dfb,E01027960,404204.45749410125
0197b03dfb,E01027962,230295.2970924768
0197b03dfb,E01027995,49730.50304148836
b333fa572c,W01000453,48036.377741914555
b333fa572c,W01000483,957831.7520398082
b333fa572c,W01000478,292251.15077683196
b333fa572c,W01000480,852670.9043248501
b333fa572c,W01000479,296112.3993657549
b333fa572c,W01000482,448794.9552684222
b333fa572c,W01000481,641829.4529199374
b333fa572c,W01000439,305667.8589402191
480ff40b6c,E01028888,37718.73187442112
5111980d27,E01029708,66812.65895475616
c8bf6b816f,E01028035,330203.3134682379
ec189fd1c2,E01031194,144305.17779787112
20422ab30e,E01026403,74970.14647710095
3f8330adf1,E01028888,1944.2039486356307
c6649d2121,E01028041,204014.21343483066
52a5f1aab4,E01029695,30801.017957828673
2a79fc389c,E01031281,170420.6478358866
2a79fc389c,E01031282,117151.03197810357
2a79fc389c,E01010188,874265.5623937041
2a79fc389c,E01010185,510823.4944301107
2a79fc389c,E01010153,423979.58102526615
2a79fc389c,E01010186,405800.14002144686
2a79fc389c,E01031244,1907.0552621263228
2a79fc389c,E01010189,427516.32934509317
2a79fc389c,E01010183,97050.6528031008
2a79fc389c,E01010187,350951.97649352055
2a79fc389c,E01010152,90.72204948123715
2a79fc389c,E01010184,131061.73170172196
8459cc591d,E01025882,123884.32158193864
b10c3df648,E01031195,20311.88431789355
b10c3df648,E01031217,122059.03470431968
b10c3df648,E01031267,196939.66814340968
19768bcc98,E01029569,46.63033503842435
19768bcc98,E01028899,232635.70816236176
f7ae18bfe5,E01022376,58467.31489120994
c58e5af5b6,E01025970,420618.6730485378
c58e5af5b6,E01026003,82934.78407818175
c58e5af5b6,E01026004,174017.412944763
c58e5af5b6,E01025984,309734.0695517966
c58e5af5b6,E01025972,285301.9804764834
c58e5af5b6,E01025971,268658.5237568254
c58e5af5b6,E01025983,228830.3291646785
c58e5af5b6,E01025982,336165.4697157875
c58e5af5b6,E01025976,389184.43754376296
c58e5af5b6,E01025978,335113.6487547048
c58e5af5b6,E01025979,224984.88299591027
c58e5af5b6,E01025981,249926.5174896715
c58e5af5b6,E01025977,263998.23851651006
c58e5af5b6,E01025980,125728.87483187212
c58e5af5b6,E01025974,205319.3608038571
c58e5af5b6,E01025975,252423.03274982597
c58e5af5b6,E01025781,119728.28064751573
e7d33e79e5,E01031278,31057.78372415035
1d3e19fe54,E01032404,537802.3328896795
415f150772,E01029013,9265.630125018626
c60a0fd753,E01029013,22250.32011500336
726da15773,E01025882,79804.1018426813
1726b54511,E01014136,51951.349936097096
f757e56c7a,E01025815,33482.319696952116
b702174230,E01028402,36747.774859199795
31731665b4,E01031247,298013.9810447988
d81c8ee004,E01014111,1025.0492738780583
991062a5f9,E01032221,26071.241966683843
991062a5f9,E01014028,8766.432475315565
1adb699665,E01019611,165116.61475754186
01dd156adc,E01029654,442052.9225508252
ce2dc3f535,E01019742,155522.09933944885
7053683b1a,E01032390,10554.727830585438
4f79f71ca3,W01001906,103358.22479346232
a8bcbeda19,E01032198,10508.172776857251
3efbf9b8f3,E01029660,397611.9270475895
3efbf9b8f3,E01029658,393823.9435132335
3efbf9b8f3,E01029657,269112.63645753014
3efbf9b8f3,E01029659,274088.56883100263
3efbf9b8f3,E01029647,390687.55825599906
3efbf9b8f3,E01029356,17.83755185425062
3efbf9b8f3,E01029648,232796.4013407469
3efbf9b8f3,E01029646,282745.64037231385
3efbf9b8f3,E01029655,633716.198636851
3efbf9b8f3,E01029656,692457.5385188682
f59f845422,E01029370,13269.773047134433
08f8fb1b28,W01001907,16969.737284322906
c1a6f29208,W01001907,16380.230818287473
6c8fa32beb,E01032355,0.004136530002480824
6c8fa32beb,E01032417,175054.83280704363
a06c151e67,E01028871,2467.1649917156947
88d97ecce2,E01028339,51743.22855004627
4e79dc2922,E01032407,515870.84481081663
4e79dc2922,E01032405,546106.1313070547
4e79dc2922,E01032406,325116.54996447085
4e79dc2922,E01032408,353201.48800008034
4e79dc2922,E01032409,891946.8788302516
4e79dc2922,E01032411,551452.0849878244
4e79dc2922,E01032372,149716.71248388148
4e79dc2922,E01032356,278261.87355333613
4e79dc2922,E01032355,211550.47312218935
4e79dc2922,E01032417,674.0990122310839
4e79dc2922,E01032383,187804.96715808357
b75288d904,E01028872,2934.3729956635443
6f42c5b304,E01028960,2954.5042902876285
91ffee45c4,E01025910,60847.99548480876
e755926f8a,E01026407,67125.56840459903
fdc9ee9622,E01019499,458816.91390615964
fdc9ee9622,E01019518,443169.0155343005
fdc9ee9622,E01027961,94309.07551195197
fdc9ee9622,E01027960,116287.66580543737
fdc9ee9622,E01019500,561409.4175143329
fdc9ee9622,E01019501,339228.8131648336
fdc9ee9622,E01019519,273787.8295933807
fdc9ee9622,E01019517,251476.55488368784
fdc9ee9622,E01019516,104876.09611883457
4c8b6dd5ff,E01029695,328.0159747989582
4c8b6dd5ff,E01029755,299356.0979017618
