"repID","mslInhabitantsConnetecIAS","mslInhabitantsWithoutTreatment","mslInhabitantsUwwtpCollsys","mslInhabitantsUwwtpAgglo2","mslInhabitantsIASAgglo2","mslInhabitantsWithoutTreatmentAgglo2","mslInfoFateWithoutTreatment"
498,147613,8363686,9311214,303802,27196,2137027,""
