rcaCode,rcaParameter,rcaDateDesignation,rcaStartDate,rcaCRelevantDirective,rcaCIDOtherDirective,rcaCDateOtherDirective,ReportNetEnvelopeFileId
ESCA677,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA678,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA627,aP,20010623,20080623,,,,49032
ESCM718,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM719,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM720,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM721,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM722,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM723,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM742,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM747,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA748,aP,20030529,20100529,,,,49032
ESCM605,b,20030529,20100529,,,,49032
ESCM606,b,20030529,20100529,,,,49032
ESCM607,b,20040915,20110915,,,,49032
ESCM608,b,20040915,20110915,,,,49032
ESCM609,b,20040915,20110915,,,,49032
ESCM610,b,20040915,20110915,,,,49032
ESCM668,b,20040204,20110204,,,,49032
ESCM1209,aN,20130327,20200327,,,,49032
ESCM1212,aN,20130327,20200327,,,,49032
ESCM1213,aN,20130327,20200327,,,,49032
ESCM1214,aN,20130327,20200327,,,,49032
ESCM1215,aN,20130327,20200327,,,,49032
ESCM1216,aN,20130327,20200327,,,,49032
ESCM1217,aN,20130327,20200327,,,,49032
ESCM1218,aN,20130327,20200327,,,,49032
ESCM1219,aN,20130327,20200327,,,,49032
ESCM1220,aN,20130327,20200327,,,,49032
ESCM1221,aN,20130327,20200327,,,,49032
ESCM1222,aN,20130327,20200327,,,,49032
ESCM1223,aN,20130327,20200327,,,,49032
ESCM1224,aN,20130327,20200327,,,,49032
ESCA1187,aP,20140123,20210123,,,,49032
ESRI1188,aP,20140121,20210121,,,,49032
ESRI1189,aP,20140121,20210121,,,,49032
ESRI1190,aP,20140121,20210121,,,,49032
ESCM1187,aP,20140123,20210123,,,,49032
ESCM1188,aP,20140121,20210121,,,,49032
ESCM1189,aP,20140121,20210121,,,,49032
ESCM1190,aP,20140121,20210121,,,,49032
ESRI1221,aP,20130327,20200327,,,,49032
ESRI1222,aP,20130327,20200327,,,,49032
ESRI1223,aP,20130327,20200327,,,,49032
ESRI1224,aP,20130327,20200327,,,,49032
ESCM1201,aP,20130327,20200327,,,,49032
ESLK1204,aN,20130327,20200327,,,,49032
ESLK1205,aN,20130327,20200327,,,,49032
ESLK1206,aN,20130327,20200327,,,,49032
ESLK1207,aN,20130327,20200327,,,,49032
ESLK1208,aN,20130327,20200327,,,,49032
ESLK1209,aN,20130327,20200327,,,,49032
ESRI1212,aN,20130327,20200327,,,,49032
ESRI1213,aN,20130327,20200327,,,,49032
ESRI1214,aN,20130327,20200327,,,,49032
ESRI1215,aN,20130327,20200327,,,,49032
ESRI1216,aN,20130327,20200327,,,,49032
ESRI1217,aN,20130327,20200327,,,,49032
ESRI1218,aN,20130327,20200327,,,,49032
ESRI1219,aN,20130327,20200327,,,,49032
ESRI1220,aN,20130327,20200327,,,,49032
ESRI1221,aN,20130327,20200327,,,,49032
ESRI1222,aN,20130327,20200327,,,,49032
ESRI1223,aN,20130327,20200327,,,,49032
ESRI1224,aN,20130327,20200327,,,,49032
ESCM1201,aN,20130327,20200327,,,,49032
ESCM1202,aN,20130327,20200327,,,,49032
ESCM1203,aN,20130327,20200327,,,,49032
ESCM1204,aN,20130327,20200327,,,,49032
ESCM1205,aN,20130327,20200327,,,,49032
ESCM837,aP,19980630,20050630,,,,49032
ESCM840,aP,20060728,20130728,,,,49032
ESCM841,aP,19980630,20050630,,,,49032
ESCM842,aP,20060728,20130728,,,,49032
ESCM843,aP,19980630,20050630,,,,49032
ESCM844,aP,20060728,20130728,,,,49032
ESCM845,aP,19980630,20050630,,,,49032
ESCM846,aP,19980630,20050630,,,,49032
ESCM850,aP,20060728,20130728,,,,49032
ESCM853,aP,20060728,20130728,,,,49032
ESCM988,aP,20060703,20130703,,,,49032
ESCM991,aP,20030529,20100529,,,,49032
ESCA620,aP,20020905,20090905,Directiva 2006/7/CE,,,49032
ESCA621,aP,20020905,20090905,Directiva 2006/7/CE,,,49032
ESCA622,aP,20020905,20090905,Directiva 2006/7/CE,,,49032
ESCA437,aP,19990323,20060323,,,,49032
ESCA439,aP,19990323,20060323,,,,49032
ESCA440,aP,20051025,20121025,,,,49032
ESCM663,aP,20030529,20100529,,,,49032
ESCM664,aP,20030529,20100529,,,,49032
ESCM667,aP,20030529,20100529,,,,49032
ESCM671,aP,20040204,20110204,,,,49032
ESCM672,aP,20040204,20110204,,,,49032
ESCM693,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM698,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM700,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM701,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM702,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM703,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM704,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM692,aP,20030529,20100529,,,,49032
ESCM712,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM694,aP,20030529,20100529,,,,49032
ESCM695,aP,20030529,20100529,,,,49032
ESCM696,aP,20030529,20100529,,,,49032
ESCM713,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM714,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM715,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM716,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM717,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM622,aP,20020905,20090905,Directiva 2006/7/CE,,,49032
ESCM623,aP,20020905,20090905,Directiva 2006/7/CE,,,49032
ESCM624,aP,20020905,20090905,Directiva 2006/7/CE,,,49032
ESCM625,aP,20020905,20090905,Directiva 2006/7/CE,,,49032
ESCM636,aP,20020905,20090905,Directiva 2006/7/CE,,,49032
ESCM627,aP,20010623,20080623,,,,49032
ESCM649,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM656,aP,19980630,20050630,,,,49032
ESCA712,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA713,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA714,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA715,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA716,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA717,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA718,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA719,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM366,aP,19980630,20050630,,,,49032
ESCM376,aP,19990323,20060323,,,,49032
ESCM378,aP,20060703,20130703,,,,49032
ESCA758,aP,20030529,20100529,,,,49032
ESCA985,aP,20020201,20090201,,,,49032
ESCA986,aP,20020201,20090201,,,,49032
ESCA991,aP,20030529,20100529,,,,49032
ESLK1019,aP,20110630,20180630,,,,49032
ESLK1020,aP,20110630,20180630,,,,49032
ESLK1021,aP,20110630,20180630,,,,49032
ESLK1022,aP,20110630,20180630,,,,49032
ESLK1023,aP,20110630,20180630,,,,49032
ESLK1024,aP,20110630,20180630,,,,49032
ESLK1025,aP,20110630,20180630,,,,49032
ESLK446,aP,20030529,20100529,,,,49032
ESLK482,aP,19980630,20050630,,,,49032
ESLK492,aP,19980630,20050630,,,,49032
ESLK579,aP,19980630,20050630,,,,49032
ESLK583,aP,19980630,20050630,,,,49032
ESLK655,aP,19980630,20050630,,,,49032
ESLK660,aP,20060703,20130703,,,,49032
ESLK667,aP,20030529,20100529,,,,49032
ESLK762,aP,19980630,20050630,,,,49032
ESLK830,aP,19980630,20050630,,,,49032
ESLK837,aP,19980630,20050630,,,,49032
ESLK840,aP,20060728,20130728,,,,49032
ESLK841,aP,19980630,20050630,,,,49032
ESLK842,aP,20060728,20130728,,,,49032
ESLK843,aP,19980630,20050630,,,,49032
ESLK844,aP,20060728,20130728,,,,49032
ESLK845,aP,19980630,20050630,,,,49032
ESLK846,aP,19980630,20050630,,,,49032
ESRI1000,aP,20110630,20180630,,,,49032
ESRI1001,aP,20110630,20180630,,,,49032
ESRI1002,aP,20110630,20180630,,,,49032
ESRI1003,aP,20110630,20180630,,,,49032
ESRI1004,aP,20110630,20180630,,,,49032
ESCM753,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM754,aP,20030529,20100529,Directiva 2006/7/CE,,,49032
ESRI605,b,20030529,20100529,,,,49032
ESRI606,b,20030529,20100529,,,,49032
ESCM677,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM678,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESRI379,aN,20060703,20130703,,,,49032
ESRI380,aN,20060703,20130703,,,,49032
ESRI381,aN,20020201,20090201,,,,49032
ESRI382,aN,20060703,20130703,,,,49032
ESRI383,aN,20060703,20130703,,,,49032
ESRI384,aN,20060703,20130703,,,,49032
ESRI385,aN,20060703,20130703,,,,49032
ESRI386,aN,20060703,20130703,,,,49032
ESRI388,aN,20020201,20090201,,,,49032
ESRI389,aN,20060703,20130703,,,,49032
ESRI390,aN,20060703,20130703,,,,49032
ESRI391,aN,20020201,20090201,,,,49032
ESRI392,aN,20060703,20130703,,,,49032
ESRI393,aN,20060703,20130703,,,,49032
ESRI394,aN,20060703,20130703,,,,49032
ESRI395,aN,20020201,20090201,,,,49032
ESRI396,aN,20060703,20130703,,,,49032
ESRI397,aN,20060703,20130703,,,,49032
ESRI398,aN,20020201,20090201,,,,49032
ESRI399,aN,20020201,20090201,,,,49032
ESRI400,aN,20020201,20090201,,,,49032
ESRI401,aN,20020201,20090201,,,,49032
ESRI405,aN,20060703,20130703,,,,49032
ESRI406,aN,20020201,20090201,,,,49032
ESRI408,aN,20060703,20130703,,,,49032
ESRI410,aN,20060703,20130703,,,,49032
ESRI414,aN,20060703,20130703,,,,49032
ESRI415,aN,20060703,20130703,,,,49032
ESLK1201,aP,20130327,20200327,,,,49032
ESLK1202,aP,20130327,20200327,,,,49032
ESLK1203,aP,20130327,20200327,,,,49032
ESLK1204,aP,20130327,20200327,,,,49032
ESLK1205,aP,20130327,20200327,,,,49032
ESLK1206,aP,20130327,20200327,,,,49032
ESLK1207,aP,20130327,20200327,,,,49032
ESLK1208,aP,20130327,20200327,,,,49032
ESLK1209,aP,20130327,20200327,,,,49032
ESRI1212,aP,20130327,20200327,,,,49032
ESRI1213,aP,20130327,20200327,,,,49032
ESRI1214,aP,20130327,20200327,,,,49032
ESRI1215,aP,20130327,20200327,,,,49032
ESRI1216,aP,20130327,20200327,,,,49032
ESRI1217,aP,20130327,20200327,,,,49032
ESRI1218,aP,20130327,20200327,,,,49032
ESRI1219,aP,20130327,20200327,,,,49032
ESRI1220,aP,20130327,20200327,,,,49032
ESCM1206,aN,20130327,20200327,,,,49032
ESCM1207,aN,20130327,20200327,,,,49032
ESCM1208,aN,20130327,20200327,,,,49032
ESRI607,b,20040915,20110915,,,,49032
ESRI608,b,20040915,20110915,,,,49032
ESRI609,b,20040915,20110915,,,,49032
ESRI610,b,20040915,20110915,,,,49032
ESRI668,b,20040204,20110204,,,,49032
ESCA720,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA721,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA722,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA723,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA724,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA725,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA726,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA727,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA728,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA729,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA730,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA731,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA732,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA441,c,20010731,20080731,Directiva 2006/7/CE,,,49032
ESCA449,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM685,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM686,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM687,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM688,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM689,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM690,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM691,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM693,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM697,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM698,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM699,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM700,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM701,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM702,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM703,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM704,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM705,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM706,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM707,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM708,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM709,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM710,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM711,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM712,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM713,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM714,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA626,aP,20010530,20080530,,,,49032
ESCM626,aP,20010530,20080530,,,,49032
ESRI2013,aP,19980630,20050630,,,,49032
ESCM2013,aP,19980630,20050630,,,,49032
ESRI2014,aP,20060728,20130728,,,,49032
ESCM2014,aP,20060728,20130728,,,,49032
ESRI2015,aP,20060728,20130728,,,,49032
ESCM2015,aP,20060728,20130728,,,,49032
ESRI466,aP,19980630,20050630,,,,49032
ESRI467,aP,19980630,20050630,,,,49032
ESRI468,aP,19980630,20050630,,,,49032
ESRI469,aP,19980630,20050630,,,,49032
ESRI470,aP,19980630,20050630,,,,49032
ESRI471,aP,20060728,20130728,,,,49032
ESRI472,aP,19980630,20050630,,,,49032
ESRI474,aP,19980630,20050630,,,,49032
ESRI478,aP,19980630,20050630,,,,49032
ESRI479,aP,19980630,20050630,,,,49032
ESRI481,aP,20060728,20130728,,,,49032
ESRI483,aP,19980630,20050630,,,,49032
ESRI484,aP,20060728,20130728,,,,49032
ESRI487,aP,20060728,20130728,,,,49032
ESRI488,aP,20060728,20130728,,,,49032
ESRI489,aP,19980630,20050630,,,,49032
ESRI490,aP,19980630,20050630,,,,49032
ESRI1005,aP,20110630,20180630,,,,49032
ESRI1006,aP,20110630,20180630,,,,49032
ESRI1007,aP,20110630,20180630,,,,49032
ESRI1008,aP,20110630,20180630,,,,49032
ESRI1009,aP,20110630,20180630,,,,49032
ESRI1010,aP,20110630,20180630,,,,49032
ESRI1011,aP,20110630,20180630,,,,49032
ESRI1012,aP,20110630,20180630,,,,49032
ESRI1013,aP,20110630,20180630,,,,49032
ESRI1014,aP,20110630,20180630,,,,49032
ESRI1015,aP,20110630,20180630,,,,49032
ESRI1016,aP,20110630,20180630,,,,49032
ESRI1017,aP,20110630,20180630,,,,49032
ESRI1018,aP,20110630,20180630,,,,49032
ESRI1027,aP,20110630,20180630,,,,49032
ESRI1028,aP,20110630,20180630,,,,49032
ESRI1030,aP,20110630,20180630,,,,49032
ESCA647,c,20010731,20080731,Directiva 2006/7/CE,,,49032
ESCA648,c,20010731,20080731,Directiva 2006/7/CE,,,49032
ESCA649,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA674,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA675,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA676,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA677,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA678,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA679,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA680,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA681,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA682,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA683,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA684,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA685,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA686,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCA687,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM718,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM719,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM720,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM721,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM722,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM723,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM724,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM725,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM726,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM727,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM728,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM729,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM730,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM731,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM732,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM733,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM734,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM735,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM736,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM737,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM738,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESCM739,c,20030529,20100529,Directiva 2006/7/CE,,,49032
ESRI582,aP,19980630,20050630,,,,49032
ESRI584,aP,19980630,20050630,,,,49032
ESRI585,aP,19980630,20050630,,,,49032
ESRI586,aP,19980630,20050630,,,,49032
ESRI587,aP,19980630,20050630,,,,49032
ESRI588,aP,19980630,20050630,,,,49032
ESRI589,aP,19980630,20050630,,,,49032
ESRI590,aP,20060728,20130728,,,,49032
ESRI591,aP,20060728,20130728,,,,49032
ESRI592,aP,19990323,20060323,,,,49032
ESRI593,aP,20051025,20121025,,,,49032
ESRI594,aP,20051025,20121025,,,,49032
ESRI595,aP,19990323,20060323,,,,49032
ESRI596,aP,19990323,20060323,,,,49032
ESRI597,aP,19990323,20060323,,,,49032
ESRI598,aP,20020201,20090201,,,,49032
ESRI599,aP,20020201,20090201,,,,49032
ESRI600,aP,20060703,20130703,,,,49032
ESRI601,aP,20060703,20130703,,,,49032
ESRI604,aP,20060703,20130703,,,,49032
ESRI611,aP,20060728,20130728,,,,49032
ESRI612,aP,19980630,20050630,,,,49032
ESRI613,aP,20060728,20130728,,,,49032
ESRI618,aP,19980630,20050630,,,,49032
ESRI619,aP,19980630,20050630,,,,49032
ESRI988,aP,20060703,20130703,,,,49032
ESCM1000,aP,20110630,20180630,,,,49032
ESCM1001,aP,20110630,20180630,,,,49032
ESCM1002,aP,20110630,20180630,,,,49032
ESCM1003,aP,20110630,20180630,,,,49032
ESCM1004,aP,20110630,20180630,,,,49032
ESCM1005,aP,20110630,20180630,,,,49032
ESCM1006,aP,20110630,20180630,,,,49032
ESCM1007,aP,20110630,20180630,,,,49032
ESCM1008,aP,20110630,20180630,,,,49032
ESCM1009,aP,20110630,20180630,,,,49032
ESCM1010,aP,20110630,20180630,,,,49032
ESCM1011,aP,20110630,20180630,,,,49032
ESCM1012,aP,20110630,20180630,,,,49032
ESCM1013,aP,20110630,20180630,,,,49032
ESCM1014,aP,20110630,20180630,,,,49032
ESCM1015,aP,20110630,20180630,,,,49032
ESCM1016,aP,20110630,20180630,,,,49032
ESCM1017,aP,20110630,20180630,,,,49032
ESCM1018,aP,20110630,20180630,,,,49032
ESRI2012,aP,20060728,20130728,,,,49032
ESCM2012,aP,20060728,20130728,,,,49032
ESCA995,aP,20090204,20160204,,,,49032
ESCM995,aP,20090204,20160204,,,,49032
ESRI1031,aP,20110630,20180630,,,,49032
ESRI1032,aP,20110630,20180630,,,,49032
ESRI366,aP,19980630,20050630,,,,49032
ESRI376,aP,19990323,20060323,,,,49032
ESRI378,aP,20060703,20130703,,,,49032
ESRI379,aP,20060703,20130703,,,,49032
ESRI380,aP,20060703,20130703,,,,49032
ESRI381,aP,20020201,20090201,,,,49032
ESRI382,aP,20060703,20130703,,,,49032
ESRI383,aP,20060703,20130703,,,,49032
ESRI384,aP,20060703,20130703,,,,49032
ESRI385,aP,20060703,20130703,,,,49032
ESRI386,aP,20060703,20130703,,,,49032
ESRI388,aP,20020201,20090201,,,,49032
ESRI389,aP,20060703,20130703,,,,49032
ESRI390,aP,20060703,20130703,,,,49032
ESRI391,aP,20020201,20090201,,,,49032
ESRI392,aP,20060703,20130703,,,,49032
ESRI393,aP,20060703,20130703,,,,49032
ESRI394,aP,20060703,20130703,,,,49032
ESRI395,aP,20020201,20090201,,,,49032
ESRI396,aP,20060703,20130703,,,,49032
ESRI397,aP,20060703,20130703,,,,49032
ESRI398,aP,20020201,20090201,,,,49032
ESRI399,aP,20020201,20090201,,,,49032
ESRI400,aP,20020201,20090201,,,,49032
ESRI401,aP,20020201,20090201,,,,49032
ESRI405,aP,20060703,20130703,,,,49032
ESRI406,aP,20020201,20090201,,,,49032
ESRI408,aP,20060703,20130703,,,,49032
ESRI410,aP,20060703,20130703,,,,49032
ESRI414,aP,20060703,20130703,,,,49032
ESRI535,aP,19980630,20050630,,,,49032
ESRI536,aP,19980630,20050630,,,,49032
ESRI537,aP,19980630,20050630,,,,49032
ESRI538,aP,19980630,20050630,,,,49032
ESRI539,aP,19980630,20050630,,,,49032
ESRI540,aP,20060728,20130728,,,,49032
ESRI541,aP,20060728,20130728,,,,49032
ESRI542,aP,20060728,20130728,,,,49032
ESRI543,aP,20060728,20130728,,,,49032
ESLK2011,c,20060728,20130728,,,,49032
ESCM2011,c,20060728,20130728,,,,49032
ESRI544,aP,20060728,20130728,,,,49032
ESRI545,aP,20060728,20130728,,,,49032
ESRI546,aP,19980630,20050630,,,,49032
ESRI547,aP,20060728,20130728,,,,49032
ESRI548,aP,20060728,20130728,,,,49032
ESRI549,aP,20060728,20130728,,,,49032
ESRI550,aP,20060728,20130728,,,,49032
ESRI551,aP,20060728,20130728,,,,49032
ESRI552,aP,20060728,20130728,,,,49032
ESRI553,aP,20060728,20130728,,,,49032
ESRI554,aP,20060728,20130728,,,,49032
ESRI555,aP,20060728,20130728,,,,49032
ESRI556,aP,20060728,20130728,,,,49032
ESRI557,aP,20060728,20130728,,,,49032
ESRI558,aP,19980630,20050630,,,,49032
ESRI559,aP,19980630,20050630,,,,49032
ESRI560,aP,19980630,20050630,,,,49032
ESRI561,aP,19980630,20050630,,,,49032
ESRI562,aP,19980630,20050630,,,,49032
ESRI563,aP,19980630,20050630,,,,49032
ESRI564,aP,20060728,20130728,,,,49032
ESRI565,aP,20060728,20130728,,,,49032
ESRI566,aP,20060728,20130728,,,,49032
ESRI567,aP,20060728,20130728,,,,49032
ESRI568,aP,20060728,20130728,,,,49032
ESRI572,aP,20060728,20130728,,,,49032
ESRI573,aP,20060728,20130728,,,,49032
ESRI574,aP,19980630,20050630,,,,49032
ESRI575,aP,19980630,20050630,,,,49032
ESRI576,aP,19980630,20050630,,,,49032
ESRI577,aP,19980630,20050630,,,,49032
ESRI578,aP,19980630,20050630,,,,49032
ESRI580,aP,19980630,20050630,,,,49032
ESRI581,aP,19980630,20050630,,,,49032
ESCM1019,aP,20110630,20180630,,,,49032
ESCM1020,aP,20110630,20180630,,,,49032
ESCM1021,aP,20110630,20180630,,,,49032
ESCM1022,aP,20110630,20180630,,,,49032
ESCM1023,aP,20110630,20180630,,,,49032
ESCM1024,aP,20110630,20180630,,,,49032
ESCM1025,aP,20110630,20180630,,,,49032
ESCM1027,aP,20110630,20180630,,,,49032
ESCM1028,aP,20110630,20180630,,,,49032
ESCM1030,aP,20110630,20180630,,,,49032
ESCM1031,aP,20110630,20180630,,,,49032
ESCM1032,aP,20110630,20180630,,,,49032
ESCM492,aP,19980630,20050630,,,,49032
ESCM493,aP,19980630,20050630,,,,49032
ESCM494,aP,20060728,20130728,,,,49032
ESCM495,aP,20060728,20130728,,,,49032
ESCM496,aP,20060728,20130728,,,,49032
ESCM497,aP,20060728,20130728,,,,49032
ESCM498,aP,19980630,20050630,,,,49032
ESCM499,aP,19980630,20050630,,,,49032
ESCM500,aP,20060728,20130728,,,,49032
ESCM501,aP,20060728,20130728,,,,49032
ESCM502,aP,19980630,20050630,,,,49032
ESCM503,aP,20060728,20130728,,,,49032
ESCM504,aP,20060728,20130728,,,,49032
ESCM505,aP,20060728,20130728,,,,49032
ESCM506,aP,20060728,20130728,,,,49032
ESCM507,aP,20060728,20130728,,,,49032
ESCM508,aP,20060728,20130728,,,,49032
ESCM509,aP,20060728,20130728,,,,49032
ESCM510,aP,20060728,20130728,,,,49032
ESCM511,aP,20060728,20130728,,,,49032
ESCM512,aP,20060728,20130728,,,,49032
ESCM513,aP,20060728,20130728,,,,49032
ESCM514,aP,20060728,20130728,,,,49032
ESCM515,aP,20060728,20130728,,,,49032
ESCM516,aP,20060728,20130728,,,,49032
ESCM517,aP,20060728,20130728,,,,49032
ESCM518,aP,20060728,20130728,,,,49032
ESCM519,aP,20060728,20130728,,,,49032
ESCM520,aP,20060728,20130728,,,,49032
ESCM521,aP,20060728,20130728,,,,49032
ESCM522,aP,20060728,20130728,,,,49032
ESCM523,aP,20060728,20130728,,,,49032
ESCM524,aP,20060728,20130728,,,,49032
ESCM525,aP,20060728,20130728,,,,49032
ESCM526,aP,20060728,20130728,,,,49032
ESCM527,aP,20060728,20130728,,,,49032
ESCM528,aP,19980630,20050630,,,,49032
ESCM529,aP,20060728,20130728,,,,49032
ESCM530,aP,20060728,20130728,,,,49032
ESCM531,aP,20060728,20130728,,,,49032
ESCM532,aP,20060728,20130728,,,,49032
ESCM534,aP,19980630,20050630,,,,49032
ESCM568,aP,20060728,20130728,,,,49032
ESCM572,aP,20060728,20130728,,,,49032
ESCM573,aP,20060728,20130728,,,,49032
ESCM574,aP,19980630,20050630,,,,49032
ESCM575,aP,19980630,20050630,,,,49032
ESCM576,aP,19980630,20050630,,,,49032
ESCM577,aP,19980630,20050630,,,,49032
ESCM578,aP,19980630,20050630,,,,49032
ESCM579,aP,19980630,20050630,,,,49032
ESCM580,aP,19980630,20050630,,,,49032
ESCM581,aP,19980630,20050630,,,,49032
ESCM582,aP,19980630,20050630,,,,49032
ESCM583,aP,19980630,20050630,,,,49032
