rcaCode,rcaParameter,rcaDateDesignation,rcaStartDate,rcaCRelevantDirective,rcaCIDOtherDirective,rcaCDateOtherDirective,ReportNetEnvelopeFileId
ESCM2018,aN,20180723,20250723,Directive 91/271/EEC of the European Parliament,,,49032
ESCA1187,aN,20140121,20210121,,,,49032
ESCM1187,aN,20140121,20210121,,,,49032
ESCM1188,aN,20140121,20210121,,,,49032
ESRI1188,aN,20140121,20210121,,,,49032
ESCM1189,aN,20140121,20210121,,,,49032
ESRI1189,aN,20140121,20210121,,,,49032
ESCM1190,aN,20140121,20210121,,,,49032
ESRI1190,aN,20140121,20210121,,,,49032
ESCM1195,aN,20140121,20210121,,,,49032
ESLK1195,aN,20140121,20210121,,,,49032
ESCM1196,aN,20140121,20210121,,,,49032
ESLK1196,aN,20140121,20210121,,,,49032
ESCM1197,aN,20140121,20210121,,,,49032
ESLK1197,aN,20140121,20210121,,,,49032
ESCM442,c,19980630,20050630,,,,49032
ESRI442,c,19980630,20050630,,,,49032
ESCA622,c,20020905,20090905,Directiva 2006/7/CE,,,49032
ESCM622,c,20020905,20090905,Directiva 2006/7/CE,,,49032
ESCM656,c,19980630,20050630,,,,49032
ESLK656,c,19980630,20050630,,,,49032
ESRI1028,c,20110630,20180630,,,,49032
ESCM1028,c,20110630,20180630,,,,49032
ESRI1029,aN,20110630,20180630,,,,49032
ESCM1029,aN,20110630,20180630,,,,49032
ESRI1029,aP,20110630,20180630,,,,49032
ESCM1029,aP,20110630,20180630,,,,49032
ESRI1029,c,20110630,20180630,,,,49032
ESCM1029,c,20110630,20180630,,,,49032
NORCA01,aN,20051215,20081231,,,,49055
NORCA01,aP,20051215,20081231,,,,49055
NORCA02,aP,20051215,20081231,,,,49055
NORCA03,aP,20051215,20081231,,,,49055
SECA002,aP,19980528,19981231,,,,47795
SECM002,aN,19980528,19981231,,,,47795
SECM002,aP,19980528,19981231,,,,47795
SELK001,aP,19980528,19981231,,,,47795
SECM001,aP,19980528,19981231,,,,47795
ATRA_1_CM,aN,20051231,20051231,,,,48142
ATRA_1_CM,aP,20021231,20021231,,,,48142
NORCA04,aP,20051215,20081231,,,,49055
NORCA05,aP,20051215,20081231,,,,49055
NORCA06,aP,20051215,20081231,,,,49055
NORCA07,aN,20051215,20081231,,,,49055
NORCA07,aP,20051215,20081231,,,,49055
NORCA08,aP,20051215,20081231,,,,49055
NORCA09,aP,20051215,20081231,,,,49055
NORCA10,aP,20051215,20081231,,,,49055
NORCA11,aP,20051215,20081231,,,,49055
NORCA12,aP,20051215,20081231,,,,49055
NORCA13,aP,20051215,20081231,,,,49055
NORCA14,aP,20051215,20081231,,,,49055
NORCA15,aP,20051215,20081231,,,,49055
NORCA17,aP,20051215,20081231,,,,49055
NORCA19,aP,20051215,20081231,,,,49055
NORCA20,aN,20051215,20081231,,,,49055
NORCA20,aP,20051215,20081231,,,,49055
SKS01,aN,20041231,20101231,,,,48049
SKS01,aP,20041231,20101231,,,,48049
CYSA_CM1,aN,20040227,20081231,,,,48299
CYSA_CM1,aP,20040227,20081231,,,,48299
CYSA-LK1,aN,20040227,20081231,,,,48299
CYSA-LK1,aP,20040227,20081231,,,,48299
MTCA4,aN,20050422,20050422,,,,47581
BERI10022RW,aN,20010208,,,,,48404
BERI10022RW,aP,20010208,,,,,48404
BE3,aN,19950601,19981231,,,,48404
BE3,aP,19950601,19981231,,,,48404
BE1,aN,19940323,19981231,,,,48404
BE1,aP,19940323,19981231,,,,48404
CZSA-1,aN,20030301,20101231,,,,48406
CZSA-1,aP,20030301,20101231,,,,48406
SECA001,aP,19980528,19981231,,,,47795
SECA002,aN,19980528,19981231,,,,47795
ESRI415,aP,20060703,20130703,,,,49032
ESRI419,aP,20060703,20130703,,,,49032
ESRI420,aP,20060703,20130703,,,,49032
ESRI422,aP,20060703,20130703,,,,49032
ESRI423,aP,20020201,20090201,,,,49032
ESRI424,aP,20060703,20130703,,,,49032
ESRI425,aP,20020201,20090201,,,,49032
ESRI428,aP,20060703,20130703,,,,49032
ESRI429,aP,20020201,20090201,,,,49032
ESRI491,aP,19980630,20050630,,,,49032
ESRI493,aP,19980630,20050630,,,,49032
ESRI494,aP,20060728,20130728,,,,49032
ESRI495,aP,20060728,20130728,,,,49032
ESRI496,aP,20060728,20130728,,,,49032
ESRI497,aP,20060728,20130728,,,,49032
ESRI498,aP,19980630,20050630,,,,49032
ESRI499,aP,19980630,20050630,,,,49032
ESRI500,aP,20060728,20130728,,,,49032
ESRI501,aP,20060728,20130728,,,,49032
ESRI502,aP,19980630,20050630,,,,49032
ESRI503,aP,20060728,20130728,,,,49032
ESRI504,aP,20060728,20130728,,,,49032
ESRI505,aP,20060728,20130728,,,,49032
ESRI506,aP,20060728,20130728,,,,49032
ESRI507,aP,20060728,20130728,,,,49032
ESRI508,aP,20060728,20130728,,,,49032
ESRI509,aP,20060728,20130728,,,,49032
ESRI510,aP,20060728,20130728,,,,49032
ESRI511,aP,20060728,20130728,,,,49032
ESRI512,aP,20060728,20130728,,,,49032
ESRI513,aP,20060728,20130728,,,,49032
ESRI514,aP,20060728,20130728,,,,49032
ESRI515,aP,20060728,20130728,,,,49032
ESRI516,aP,20060728,20130728,,,,49032
ESRI850,aP,20060728,20130728,,,,49032
ESRI2000,aP,20060728,20130728,,,,49032
ESCM2000,aP,20060728,20130728,,,,49032
ESCM1202,aP,20130327,20200327,,,,49032
ESCM1203,aP,20130327,20200327,,,,49032
ESCM1204,aP,20130327,20200327,,,,49032
ESCM1205,aP,20130327,20200327,,,,49032
ESCM1206,aP,20130327,20200327,,,,49032
ESCM1207,aP,20130327,20200327,,,,49032
ESCM1208,aP,20130327,20200327,,,,49032
ESCM1209,aP,20130327,20200327,,,,49032
ESCM1212,aP,20130327,20200327,,,,49032
ESCM1213,aP,20130327,20200327,,,,49032
ESCM1214,aP,20130327,20200327,,,,49032
ESCM1215,aP,20130327,20200327,,,,49032
ESCM1216,aP,20130327,20200327,,,,49032
ESCM1217,aP,20130327,20200327,,,,49032
ESCM1218,aP,20130327,20200327,,,,49032
ESCM1219,aP,20130327,20200327,,,,49032
ESCM1220,aP,20130327,20200327,,,,49032
ESCM1221,aP,20130327,20200327,,,,49032
ESCM1222,aP,20130327,20200327,,,,49032
ESCM1223,aP,20130327,20200327,,,,49032
ESCM1224,aP,20130327,20200327,,,,49032
ESLK1201,aN,20130327,20200327,,,,49032
ESLK1202,aN,20130327,20200327,,,,49032
ESLK1203,aN,20130327,20200327,,,,49032
ESRI517,aP,20060728,20130728,,,,49032
ESRI518,aP,20060728,20130728,,,,49032
ESRI519,aP,20060728,20130728,,,,49032
ESRI520,aP,20060728,20130728,,,,49032
ESRI521,aP,20060728,20130728,,,,49032
ESRI522,aP,20060728,20130728,,,,49032
ESRI523,aP,20060728,20130728,,,,49032
ESRI524,aP,20060728,20130728,,,,49032
ESRI525,aP,20060728,20130728,,,,49032
ESRI526,aP,20060728,20130728,,,,49032
ESRI527,aP,20060728,20130728,,,,49032
ESRI528,aP,19980630,20050630,,,,49032
ESRI529,aP,20060728,20130728,,,,49032
ESRI530,aP,20060728,20130728,,,,49032
ESRI531,aP,20060728,20130728,,,,49032
ESRI532,aP,20060728,20130728,,,,49032
ESRI534,aP,19980630,20050630,,,,49032
FRSA_CA_01213,aN,20060222,19981231,,,,47935
FRSA_CA_05009,aP,19941123,19981231,,,,47935
FRSA_CA_03201,aN,20060222,20130222,,,,47935
FRSA_CM_02019,aP,19941123,19981231,,,,47935
FRSA_CA_03205,aN,20060222,19981231,,,,47935
FRSA_CM_02020,aP,19941123,19981231,,,,47935
FRSA_CA_03206,aN,20060222,20130222,,,,47935
FRSA_CM_02021,aP,19941123,19981231,,,,47935
FRSA_CA_04202,aN,20060222,20130222,,,,47935
FRSA_CM_02022,aP,19941123,19981231,,,,47935
FRSA_CA_04205,aN,20060222,19981231,,,,47935
FRSA_CM_04217,aP,19941123,19981231,,,,47935
FRSA_CA_04207,aN,20060222,19981231,,,,47935
FRSA_CM_05001,aP,19941123,19981231,,,,47935
FRSA_CA_04209,aN,20060222,19981231,,,,47935
FRSA_CM_05002,aP,19941123,19981231,,,,47935
FRSA_CA_04211,aN,20060222,19981231,,,,47935
FRSA_CM_05003,aP,19941123,19981231,,,,47935
FRSA_CA_04215,aN,20060222,19981231,,,,47935
FRSA_CM_05004,aP,19941123,19981231,,,,47935
FRSA_CA_04216,aN,20060222,20130222,,,,47935
FRSA_CM_05005,aP,19941123,19981231,,,,47935
FRSA_CA_04223,aN,20100604,20170604,,,,47935
FRSA_CM_05006,aP,19941123,19981231,,,,47935
FRSA_CM_05007,aP,19941123,19981231,,,,47935
FRSA_CA_07001,aN,20100604,20170604,,,,47935
FRSA_CM_05008,aP,19941123,19981231,,,,47935
FRSA_CA_07002,aN,20100604,20170604,,,,47935
FRSA_CM_05009,aP,19941123,19981231,,,,47935
FRSA_CA_07003,aN,20100604,20170604,,,,47935
FRSA_CM_05010,aP,19941123,19981231,,,,47935
FRSA_CA_07004,aN,20100604,20170604,,,,47935
FRSA_CM_05011,aP,19941123,19981231,,,,47935
FRSA_CM_05012,aP,19941123,19981231,,,,47935
FRSA_CA_10102,aN,19990831,20060831,,,,47935
FRSA_CM_01214,aN,20060222,19981231,,,,47935
FRSA_CM_05013,aP,19941123,19981231,,,,47935
FRSA_CM_01215,aN,19941123,19981231,,,,47935
FRSA_CM_05014,aP,19941123,19981231,,,,47935
FRSA_CM_01216,aN,20060222,20130222,,,,47935
FRSA_CM_05015,aP,19941123,19981231,,,,47935
FRSA_CM_05016,aP,19941123,19981231,,,,47935
FRSA_CM_02019,aN,19941123,19981231,,,,47935
FRSA_CM_06225,aP,19941123,19981231,,,,47935
FRSA_CM_02020,aN,19941123,19981231,,,,47935
FRSA_CM_06226,aP,19941123,19981231,,,,47935
FRSA_CM_02021,aN,19941123,19981231,,,,47935
FRSA_CM_06229,aP,19941123,19981231,,,,47935
FRSA_CM_02022,aN,19941123,19981231,,,,47935
FRSA_CM_06230,aP,19941123,19981231,,,,47935
FRSA_CM_03202,aN,20060222,19981231,,,,47935
FRSA_CA_10102,aP,19990831,20060831,,,,47935
FRSA_CM_03203,aN,20060222,20130222,,,,47935
FRSA_CM_04219,aP,19990831,20060831,,,,47935
FRSA_CM_03204,aN,20060222,20130222,,,,47935
FRSA_CM_04220,aP,19990831,20060831,,,,47935
FRSA_CM_03205,aN,20060222,19981231,,,,47935
FRSA_CM_04221,aP,19990831,20060831,,,,47935
FRSA_CM_03207,aN,20060222,19981231,,,,47935
FRSA_CM_04222,aP,19990831,20060831,,,,47935
FRSA_CM_03208,aN,20060222,19981231,,,,47935
FRSA_CM_05116,aP,19990831,20060831,,,,47935
FRSA_CM_03209,aN,20060222,19981231,,,,47935
FRSA_CM_10103,aP,19990831,20060831,,,,47935
FRSA_CM_04201,aN,20060222,20130222,,,,47935
FRSA_CA_01213,aP,20060222,19981231,,,,47935
FRSA_CM_04202,aN,20060222,20130222,,,,47935
FRSA_CA_03201,aP,20060222,20130222,,,,47935
FRSA_CM_04203,aN,20060222,19981231,,,,47935
FRSA_CA_03205,aP,20060222,19981231,,,,47935
FRSA_CM_04204,aN,20060222,20130222,,,,47935
FRSA_CA_03206,aP,20060222,20130222,,,,47935
FRSA_CM_04205,aN,20060222,19981231,,,,47935
FRSA_CA_04202,aP,20060222,20130222,,,,47935
FRSA_CM_04206,aN,20060222,20130222,,,,47935
FRSA_CA_04205,aP,20060222,19981231,,,,47935
FRSA_CM_04207,aN,20060222,19981231,,,,47935
FRSA_CA_04207,aP,20060222,19981231,,,,47935
FRSA_CM_04208,aN,20060222,20130222,,,,47935
FRSA_CA_04209,aP,20060222,19981231,,,,47935
FRSA_CM_04209,aN,20060222,19981231,,,,47935
FRSA_CA_04211,aP,20060222,19981231,,,,47935
FRSA_CM_04210,aN,20060222,20130222,,,,47935
FRSA_CA_04215,aP,20060222,19981231,,,,47935
FRSA_CM_04211,aN,20060222,19981231,,,,47935
FRSA_CA_04216,aP,20060222,20130222,,,,47935
FRSA_CM_04212,aN,20060222,20130222,,,,47935
FRSA_CM_01214,aP,20060222,19981231,,,,47935
FRSA_CM_04213,aN,20060222,20130222,,,,47935
FRSA_CM_01215,aP,20060222,20130222,,,,47935
FRSA_CM_04214,aN,20060222,20130222,,,,47935
FRSA_CM_01216,aP,20060222,20130222,,,,47935
FRSA_CM_04217,aN,20060222,20130222,,,,47935
FRSA_CM_03202,aP,20060222,19981231,,,,47935
FRSA_CM_04218,aN,20060222,19981231,,,,47935
FRSA_CM_03203,aP,20060222,20130222,,,,47935
FRSA_CM_04219,aN,20060222,20130222,,,,47935
FRSA_CM_03204,aP,20060222,19981231,,,,47935
FRSA_CM_04220,aN,20060222,20130222,,,,47935
FRSA_CM_03205,aP,20060222,19981231,,,,47935
FRSA_CM_04221,aN,20060222,20130222,,,,47935
FRSA_CM_03207,aP,20060222,19981231,,,,47935
FRSA_CM_04222,aN,20060222,20130222,,,,47935
FRSA_CM_03208,aP,20060222,19981231,,,,47935
FRSA_CM_03209,aP,20060222,19981231,,,,47935
FRSA_CM_04201,aP,20060222,20130222,,,,47935
FRSA_CM_04202,aP,20060222,20130222,,,,47935
FRSA_CM_04203,aP,20060222,19981231,,,,47935
FRSA_CM_04204,aP,20060222,20130222,,,,47935
FRSA_CM_04205,aP,20060222,19981231,,,,47935
FRSA_CM_04206,aP,20060222,20130222,,,,47935
FRSA_CM_04207,aP,20060222,19981231,,,,47935
FRSA_CM_04208,aP,20060222,20130222,,,,47935
FRSA_CM_04209,aP,20060222,19981231,,,,47935
FRSA_CM_04210,aP,20060222,20130222,,,,47935
FRSA_CM_04211,aP,20060222,19981231,,,,47935
FRSA_CM_04212,aP,20060222,20130222,,,,47935
FRSA_CM_04213,aP,20060222,20130222,,,,47935
FRSA_CM_04214,aP,20060222,20130222,,,,47935
FRSA_CM_04218,aP,20060222,19981231,,,,47935
FRSA_CM_06227,aP,20060222,19981231,,,,47935
FRSA_CM_06228,aP,20060222,19981231,,,,47935
FRSA_CA_04223,aP,20100604,20170604,,,,47935
FRSA_CA_07001,aP,20100604,20170604,,,,47935
FRSA_CA_07002,aP,20100604,20170604,,,,47935
FRSA_CA_07003,aP,20100604,20170604,,,,47935
FRSA_CA_07004,aP,20100604,20170604,,,,47935
FRSA_CM_05017,aP,20100604,20170604,,,,47935
FRSA_CM_05018,aP,20100604,20170604,,,,47935
FRSA_CM_06225,aN,20060222,20130222,,,,47935
FRSA_CM_05019,aP,20100604,20170604,,,,47935
FRSA_CM_06226,aN,20060222,20130222,,,,47935
FRSA_CM_05020,aP,20100604,20170604,,,,47935
FRSA_CM_06227,aN,20060222,19981231,,,,47935
FRSA_CM_05021,aP,20100604,20170604,,,,47935
FRSA_CM_06228,aN,20060222,19981231,,,,47935
FRSA_CM_05113,aP,20100604,20170604,,,,47935
FRSA_CM_06229,aN,20060222,20130222,,,,47935
FRSA_CM_05114,aP,20100604,20170604,,,,47935
FRSA_CM_05216,aP,20100604,20170604,,,,47935
FRSA_CM_06301,aP,20100604,20170604,,,,47935
FRSA_CM_06302,aP,20100604,20170604,,,,47935
FRSA_CM_06303,aP,20100604,20170604,,,,47935
FRSA_CM_06304,aP,20100604,20170604,,,,47935
FRSA_CM_06306,aN,20170413,20240413,,,,47935
FRSA_CM_06305,aP,20100604,20170604,,,,47935
FRSA_CM_06306,aP,20100604,20170604,,,,47935
FRSA_CM_06307,aP,20100604,20170604,,,,47935
FRSA_CM_06308,aP,20100604,20170604,,,,47935
FRSA_CM_06310,aN,20170413,20240413,,,,47935
FRSA_CM_06309,aP,20100604,20170604,,,,47935
FRSA_CM_06310,aP,20100604,20170604,,,,47935
FRSA_CM_06311,aN,20100604,20170604,,,,47935
FRSA_CM_06311,aP,20100604,20170604,,,,47935
FRSA_CM_06312,aP,20100604,20170604,,,,47935
FRSA_CM_06313,aP,20100604,20170604,,,,47935
FRSA_CM_06314,aN,20100604,20170604,,,,47935
FRSA_CM_06314,aP,20100604,20170604,,,,47935
FRSA_CM_06316,aN,20170413,20240413,,,,47935
FRSA_CM_06315,aP,20100604,20170604,,,,47935
FRSA_CM_06316,aP,20100604,20170604,,,,47935
FRSA_CM_06317,aP,20100604,20170604,,,,47935
FRSA_CM_06318,aP,20100604,20170604,,,,47935
FRSA_CM_06319,aN,20100604,20170604,,,,47935
FRSA_CM_06320,aN,20170413,20240413,,,,47935
FRSA_CM_06319,aP,20100604,20170604,,,,47935
FRSA_CM_06320,aP,20100604,20170604,,,,47935
FRSA_CM_06321,aP,20100604,20170604,,,,47935
FRSA_CM_06322,aN,20100604,20170604,,,,47935
FRSA_CM_06323,aN,20170413,20240413,,,,47935
FRSA_CM_06322,aP,20100604,20170604,,,,47935
FRSA_CM_06323,aP,20170413,20240413,,,,47935
FRSA_CM_06325,aN,20170413,20240413,,,,47935
FRSA_CM_06324,aP,20170413,20240413,,,,47935
FRSA_CM_06325,aP,20170413,20240413,,,,47935
FRSA_CM_06326,aP,20170413,20240413,,,,47935
FRSA_CM_06327,aP,20170413,20240413,,,,47935
FRSA_CM_06328,aP,20170413,20240413,,,,47935
FRSA_CM_06329,aP,20170413,20240413,,,,47935
FRSA_CM_06331,aN,20170413,20240413,,,,47935
FRSA_CM_06330,aP,20170413,20240413,,,,47935
FRSA_CM_06332,aN,20170413,20240413,,,,47935
FRSA_CM_06331,aP,20170413,20240413,,,,47935
FRSA_CM_06333,aN,20170413,20240413,,,,47935
FRSA_CM_06332,aP,20170413,20240413,,,,47935
FRSA_CM_06334,aN,20170413,20240413,,,,47935
FRSA_CM_06333,aP,20170413,20240413,,,,47935
FRSA_CM_06335,aN,20170413,20240413,,,,47935
FRSA_CM_06334,aP,20170413,20240413,,,,47935
FRSA_CM_06337,aN,20170413,20240413,,,,47935
FRSA_CM_06335,aP,20170413,20240413,,,,47935
FRSA_CM_06337,aP,20170413,20240413,,,,47935
FRSA_CM_06340,aN,20170413,20240413,,,,47935
FRSA_CM_06338,aP,20170413,20240413,,,,47935
FRSA_CM_06341,aN,20170413,20240413,,,,47935
FRSA_CM_06340,aP,20170413,20240413,,,,47935
FRSA_CM_06341,aP,20170413,20240413,,,,47935
FRSA_CM_06342,aP,20170413,20240413,,,,47935
FRSA_CM_06343,aP,20170413,20240413,,,,47935
FRSA_CM_06345,aN,20170413,20240413,,,,47935
FRSA_CM_06344,aP,20170413,20240413,,,,47935
FRSA_CM_06346,aN,20170413,20240413,,,,47935
FRSA_CM_06345,aP,20170413,20240413,,,,47935
FRSA_CM_06346,aP,20170413,20240413,,,,47935
FRSA_CM_06347,aP,20170413,20240413,,,,47935
FRSA_CM_06349,aN,20170413,20240413,,,,47935
FRSA_CM_06348,aP,20170413,20240413,,,,47935
FRSA_CM_06349,aP,20170413,20240413,,,,47935
FRSA_CM_06350,aP,20170413,20240413,,,,47935
FRSA_CM_06352,aN,20170413,20240413,,,,47935
FRSA_CM_06351,aP,20170413,20240413,,,,47935
FRSA_CM_06352,aP,20170413,20240413,,,,47935
FRSA_CM_06353,aP,20170413,20240413,,,,47935
FRSA_CM_06354,aP,20170413,20240413,,,,47935
FRSA_CM_07001,aN,20191018,20170604,,,,47935
FRSA_CM_06355,aP,20170413,20240413,,,,47935
FRSA_CM_07002,aN,20191018,20170604,,,,47935
FRSA_RI_06323,aP,20170413,20240413,,,,47935
FRSA_CM_07003,aN,20191018,20170604,,,,47935
FRSA_RI_06324,aP,20170413,20240413,,,,47935
FRSA_CM_07004,aN,20191018,20170604,,,,47935
FRSA_RI_06325,aP,20170413,20240413,,,,47935
FRSA_RI_06326,aP,20170413,20240413,,,,47935
FRSA_CM_10103,aN,19990831,20060831,,,,47935
FRSA_RI_01214,aN,20060222,19981231,,,,47935
FRSA_RI_06327,aP,20170413,20240413,,,,47935
FRSA_RI_01215,aN,19941123,19981231,,,,47935
FRSA_RI_06328,aP,20170413,20240413,,,,47935
FRSA_RI_01216,aN,20060222,20130222,,,,47935
FRSA_RI_06329,aP,20170413,20240413,,,,47935
FRSA_RI_02019,aN,19941123,19981231,,,,47935
FRSA_RI_06330,aP,20170413,20240413,,,,47935
FRSA_RI_02020,aN,19941123,19981231,,,,47935
FRSA_RI_06331,aP,20170413,20240413,,,,47935
FRSA_RI_02021,aN,19941123,19981231,,,,47935
FRSA_RI_06332,aP,20170413,20240413,,,,47935
FRSA_RI_02022,aN,19941123,19981231,,,,47935
FRSA_RI_06333,aP,20170413,20240413,,,,47935
FRSA_RI_03202,aN,20060222,19981231,,,,47935
FRSA_RI_06334,aP,20170413,20240413,,,,47935
FRSA_RI_03203,aN,20060222,20130222,,,,47935
FRSA_RI_06335,aP,20170413,20240413,,,,47935
FRSA_RI_03204,aN,20060222,20130222,,,,47935
FRSA_RI_06337,aP,20170413,20240413,,,,47935
FRSA_RI_03205,aN,20060222,19981231,,,,47935
FRSA_RI_06338,aP,20170413,20240413,,,,47935
FRSA_RI_03207,aN,20060222,19981231,,,,47935
FRSA_RI_06340,aP,20170413,20240413,,,,47935
FRSA_RI_03208,aN,20060222,19981231,,,,47935
FRSA_RI_06341,aP,20170413,20240413,,,,47935
FRSA_RI_03209,aN,20060222,19981231,,,,47935
FRSA_RI_06342,aP,20170413,20240413,,,,47935
FRSA_RI_04201,aN,20060222,20130222,,,,47935
FRSA_RI_06343,aP,20170413,20240413,,,,47935
FRSA_RI_04202,aN,20060222,20130222,,,,47935
FRSA_RI_06344,aP,20170413,20240413,,,,47935
FRSA_RI_04203,aN,20060222,19981231,,,,47935
FRSA_RI_06345,aP,20170413,20240413,,,,47935
FRSA_RI_04204,aN,20060222,20130222,,,,47935
FRSA_RI_06346,aP,20170413,20240413,,,,47935
FRSA_RI_04205,aN,20060222,19981231,,,,47935
FRSA_RI_06347,aP,20170413,20240413,,,,47935
FRSA_RI_04206,aN,20060222,20130222,,,,47935
FRSA_RI_06348,aP,20170413,20240413,,,,47935
FRSA_RI_04207,aN,20060222,19981231,,,,47935
FRSA_RI_06349,aP,20170413,20240413,,,,47935
FRSA_RI_04208,aN,20060222,20130222,,,,47935
FRSA_RI_06350,aP,20170413,20240413,,,,47935
FRSA_RI_04209,aN,20060222,19981231,,,,47935
FRSA_RI_06351,aP,20170413,20240413,,,,47935
FRSA_RI_04210,aN,20060222,20130222,,,,47935
FRSA_RI_06352,aP,20170413,20240413,,,,47935
FRSA_RI_04211,aN,20060222,19981231,,,,47935
FRSA_RI_06353,aP,20170413,20240413,,,,47935
FRSA_RI_04212,aN,20060222,20130222,,,,47935
FRSA_RI_06354,aP,20170413,20240413,,,,47935
FRSA_RI_04213,aN,20060222,20130222,,,,47935
FRSA_RI_06355,aP,20170413,20240413,,,,47935
FRSA_RI_04214,aN,20060222,20130222,,,,47935
FRSA_CM_07001,aP,20191018,20170604,,,,47935
FRSA_CM_07002,aP,20191018,20170604,,,,47935
FRSA_RI_04217,aN,20060222,20130222,,,,47935
FRSA_RI_04218,aN,20060222,19981231,,,,47935
FRSA_CM_07003,aP,20191018,20170604,,,,47935
FRSA_CM_07004,aP,20191018,20170604,,,,47935
FRSA_RI_04219,aN,20060222,20130222,,,,47935
FRSA_RI_07001,aP,20191018,20170604,,,,47935
FRSA_RI_04220,aN,20060222,20130222,,,,47935
FRSA_RI_07002,aP,20191018,20170604,,,,47935
FRSA_RI_04221,aN,20060222,20130222,,,,47935
FRSA_RI_07003,aP,20191018,20170604,,,,47935
FRSA_RI_04222,aN,20060222,20130222,,,,47935
FRSA_RI_07004,aP,20191018,20170604,,,,47935
FRSA_RI_02019,aP,19941123,19981231,,,,47935
FRSA_RI_02020,aP,19941123,19981231,,,,47935
FRSA_RI_02021,aP,19941123,19981231,,,,47935
FRSA_RI_02022,aP,19941123,19981231,,,,47935
FRSA_RI_04217,aP,19941123,19981231,,,,47935
FRSA_RI_05001,aP,19941123,19981231,,,,47935
FRSA_RI_05002,aP,19941123,19981231,,,,47935
FRSA_RI_05003,aP,19941123,19981231,,,,47935
FRSA_RI_05004,aP,19941123,19981231,,,,47935
FRSA_RI_05005,aP,19941123,19981231,,,,47935
FRSA_RI_05006,aP,19941123,19981231,,,,47935
FRSA_RI_05007,aP,19941123,19981231,,,,47935
FRSA_RI_05008,aP,19941123,19981231,,,,47935
FRSA_RI_05009,aP,19941123,19981231,,,,47935
FRSA_RI_05010,aP,19941123,19981231,,,,47935
FRSA_RI_05011,aP,19941123,19981231,,,,47935
FRSA_RI_05012,aP,19941123,19981231,,,,47935
FRSA_RI_05013,aP,19941123,19981231,,,,47935
FRSA_RI_05014,aP,19941123,19981231,,,,47935
FRSA_RI_05015,aP,19941123,19981231,,,,47935
FRSA_RI_05016,aP,19941123,19981231,,,,47935
FRSA_RI_06225,aP,19941123,19981231,,,,47935
FRSA_RI_06226,aP,19941123,19981231,,,,47935
FRSA_RI_06229,aP,19941123,19981231,,,,47935
FRSA_RI_06230,aP,19941123,19981231,,,,47935
FRSA_RI_06225,aN,20060222,20130222,,,,47935
FRSA_RI_04219,aP,19990831,20060831,,,,47935
FRSA_RI_06226,aN,20060222,20130222,,,,47935
FRSA_RI_06227,aN,20060222,19981231,,,,47935
FRSA_RI_04220,aP,19990831,20060831,,,,47935
FRSA_RI_06228,aN,20060222,19981231,,,,47935
FRSA_RI_04221,aP,19990831,20060831,,,,47935
FRSA_RI_04222,aP,19990831,20060831,,,,47935
FRSA_RI_06229,aN,20060222,20130222,,,,47935
FRSA_RI_05116,aP,19990831,20060831,,,,47935
FRSA_RI_10103,aP,19990831,20060831,,,,47935
FRSA_RI_01214,aP,20060222,19981231,,,,47935
FRSA_RI_01215,aP,20060222,20130222,,,,47935
FRSA_RI_01216,aP,20060222,20130222,,,,47935
FRSA_RI_03202,aP,20060222,19981231,,,,47935
FRSA_RI_06306,aN,20170413,20240413,,,,47935
FRSA_RI_03203,aP,20060222,20130222,,,,47935
FRSA_RI_03204,aP,20060222,19981231,,,,47935
FRSA_RI_03205,aP,20060222,19981231,,,,47935
FRSA_RI_03207,aP,20060222,19981231,,,,47935
FRSA_RI_06310,aN,20170413,20240413,,,,47935
FRSA_RI_03208,aP,20060222,19981231,,,,47935
FRSA_RI_06311,aN,20100604,20170604,,,,47935
FRSA_RI_03209,aP,20060222,19981231,,,,47935
FRSA_RI_04201,aP,20060222,20130222,,,,47935
FRSA_RI_04202,aP,20060222,20130222,,,,47935
FRSA_RI_06314,aN,20100604,20170604,,,,47935
FRSA_RI_04203,aP,20060222,19981231,,,,47935
FRSA_RI_04204,aP,20060222,20130222,,,,47935
FRSA_RI_06316,aN,20170413,20240413,,,,47935
FRSA_RI_04205,aP,20060222,19981231,,,,47935
FRSA_RI_04206,aP,20060222,20130222,,,,47935
FRSA_RI_04207,aP,20060222,19981231,,,,47935
FRSA_RI_06319,aN,20100604,20170604,,,,47935
FRSA_RI_04208,aP,20060222,20130222,,,,47935
FRSA_RI_06320,aN,20170413,20240413,,,,47935
FRSA_RI_04209,aP,20060222,19981231,,,,47935
FRSA_RI_04210,aP,20060222,20130222,,,,47935
FRSA_RI_06322,aN,20100604,20170604,,,,47935
FRSA_RI_04211,aP,20060222,19981231,,,,47935
FRSA_RI_04212,aP,20060222,20130222,,,,47935
FRSA_RI_06323,aN,20170413,20240413,,,,47935
FRSA_RI_04213,aP,20060222,20130222,,,,47935
FRSA_RI_04214,aP,20060222,20130222,,,,47935
FRSA_RI_06325,aN,20170413,20240413,,,,47935
FRSA_RI_04218,aP,20060222,19981231,,,,47935
FRSA_RI_06227,aP,20060222,19981231,,,,47935
FRSA_RI_06228,aP,20060222,19981231,,,,47935
FRSA_RI_05017,aP,20100604,20170604,,,,47935
FRSA_RI_05018,aP,20100604,20170604,,,,47935
FRSA_RI_05019,aP,20100604,20170604,,,,47935
